FIPS,State,County,"Food, Water and Amenities Score"
21113,KY,Jessamine,61.54316274986864
45063,SC,Lexington,61.53643258597621
19073,IA,Greene,61.530729314117636
55051,WI,Iron,61.52881405000826
27005,MN,Becker,61.51371598862914
51109,VA,Louisa,61.507859367169594
20079,KS,Harvey,61.50093150002375
12091,FL,Okaloosa,61.478434860526214
39175,OH,Wyandot,61.47821897717587
20065,KS,Graham,61.475108635095054
38093,ND,Stutsman,61.42699001280622
27021,MN,Cass,61.392487113608645
39021,OH,Champaign,61.372944677669395
42055,PA,Franklin,61.35841980172723
6063,CA,Plumas,61.347382173638934
37037,NC,Chatham,61.34321548495073
19001,IA,Adair,61.33692923407006
42025,PA,Carbon,61.32865523050284
47165,TN,Sumner,61.3205337511549
31023,NE,Butler,61.31305629703646
29113,MO,Lincoln,61.29048717450769
42125,PA,Washington,61.28277928801427
24035,MD,Queen Anne's,61.27616333750903
9000,,,61.273659479824886
17083,IL,Jersey,61.244643915463655
27077,MN,Lake of the Woods,61.21844776756464
30001,MT,Beaverhead,61.21808405595978
46081,SD,Lawrence,61.21340301152088
21215,KY,Spencer,61.21312056457817
49057,UT,Weber,61.212130778455084
19065,IA,Fayette,61.21175520765697
27115,MN,Pine,61.175716805191165
55123,WI,Vernon,61.16241306309799
29051,MO,Cole,61.14472660778776
48039,TX,Brazoria,61.14304888440998
9001,CT,Fairfield,61.13947749492151
55079,WI,Milwaukee,61.13943687408015
35001,NM,Bernalillo,61.117660379171895
19097,IA,Jackson,61.11630526800661
54057,WV,Mineral,61.11404895515765
36023,NY,Cortland,61.100009566973995
12086,FL,Miami-Dade,61.09964143155136
20085,KS,Jackson,61.094674292975256
46033,SD,Custer,61.08913577488866
19147,IA,Palo Alto,61.08611088670823
50025,VT,Windham,61.084862085411956
55075,WI,Marinette,61.074955819658584
17167,IL,Sangamon,61.07297858917573
55127,WI,Walworth,61.07073391483403
36053,NY,Madison,61.06290238439258
48381,TX,Randall,61.05286559632614
21167,KY,Mercer,61.049303343200556
13207,GA,Monroe,61.04213100038767
31185,NE,York,61.03240156853115
20163,KS,Rooks,61.0211689000463
18051,IN,Gibson,61.01999204941477
16027,ID,Canyon,61.019790435588085
21149,KY,McLean,61.011348887395606
36037,NY,Genesee,61.0083817300663
40017,OK,Canadian,60.99663745195856
30013,MT,Cascade,60.98425374184666
39117,OH,Morrow,60.982115639177984
34001,NJ,Atlantic,60.97642955072662
31167,NE,Stanton,60.97546855237925
30047,MT,Lake,60.97462306504417
22055,LA,Lafayette,60.9628258855327
42015,PA,Bradford,60.954386371592804
48205,TX,Hartley,60.94597270143758
29219,MO,Warren,60.93405890083144
54065,WV,Morgan,60.92228947000984
46105,SD,Perkins,60.91531913972891
4019,AZ,Pima,60.900709858590695
22005,LA,Ascension,60.899288019685095
55115,WI,Shawano,60.89602822399912
55141,WI,Wood,60.887809416650214
27105,MN,Nobles,60.88737995468722
38095,ND,Towner,60.87869788221102
27159,MN,Wadena,60.87132908756456
16071,ID,Oneida,60.846099543223474
18029,IN,Dearborn,60.83447113463783
16047,ID,Gooding,60.83268853062189
20051,KS,Ellis,60.82429912411326
42077,PA,Lehigh,60.820471130709365
55043,WI,Grant,60.801713652378645
27011,MN,Big Stone,60.79668947210298
41013,OR,Crook,60.78995849598519
39069,OH,Henry,60.760497784457414
31159,NE,Seward,60.75701242148821
51121,VA,Montgomery,60.75448504385736
17179,IL,Tazewell,60.7543654982446
39063,OH,Hancock,60.74973269091556
16000,,,60.73974356800389
13157,GA,Jackson,60.7296209656286
20121,KS,Miami,60.72453772477603
48257,TX,Kaufman,60.71263251003399
29151,MO,Osage,60.7115557922205
29047,MO,Clay,60.70008789699662
19143,IA,Osceola,60.69738610010478
38001,ND,Adams,60.69339693149387
27119,MN,Polk,60.66772464945742
55031,WI,Douglas,60.65371612056891
8125,CO,Yuma,60.653642520063826
12089,FL,Nassau,60.64753681127092
51071,VA,Giles,60.64543410167333
23000,,,60.60619680506447
48367,TX,Parker,60.604835107968455
30071,MT,Phillips,60.595108403916576
23011,ME,Kennebec,60.5935020879093
20187,KS,Stanton,60.56525804810437
37189,NC,Watauga,60.562462537232825
8017,CO,Cheyenne,60.54562802105456
41029,OR,Jackson,60.54072056767387
36073,NY,Orleans,60.53841435093873
36047,NY,Kings,60.51150831415718
27067,MN,Kandiyohi,60.510150347052864
41000,,,60.504591554943524
54003,WV,Berkeley,60.49679159885176
37175,NC,Transylvania,60.48412516444411
17019,IL,Champaign,60.479863676406865
41053,OR,Polk,60.477855484157466
46059,SD,Hand,60.47086796955149
19087,IA,Henry,60.465396153228255
26009,MI,Antrim,60.43770656105454
55071,WI,Manitowoc,60.428114826113585
41057,OR,Tillamook,60.42265477308563
51053,VA,Dinwiddie,60.39590950047605
19123,IA,Mahaska,60.38854972841326
22089,LA,St. Charles,60.38477353984333
18047,IN,Franklin,60.37431935797722
21037,KY,Campbell,60.347421057370276
49041,UT,Sevier,60.33766460787664
17013,IL,Calhoun,60.33070084014156
51187,VA,Warren,60.32574249235348
37101,NC,Johnston,60.31451846346533
56023,WY,Lincoln,60.305731887094915
18061,IN,Harrison,60.30344488585926
30019,MT,Daniels,60.29374771330313
26099,MI,Macomb,60.28103943973506
6099,CA,Stanislaus,60.279947069848696
6077,CA,San Joaquin,60.26766510647553
36063,NY,Niagara,60.25755550958413
22121,LA,West Baton Rouge,60.247017578921486
51760,VA,Richmond,60.23747720119552
22103,LA,St. Tammany,60.237154016351695
18137,IN,Ripley,60.209137015437406
39149,OH,Shelby,60.19845305962049
53037,WA,Kittitas,60.18359777287561
41007,OR,Clatsop,60.176876175352675
37069,NC,Franklin,60.175647211400594
42075,PA,Lebanon,60.16676617673098
48221,TX,Hood,60.16311239484557
27117,MN,Pipestone,60.15439353096986
19187,IA,Webster,60.15158758969094
55047,WI,Green Lake,60.140604475042906
21209,KY,Scott,60.13953663815884
19145,IA,Page,60.120002902865245
55137,WI,Waushara,60.11574094401683
15005,HI,Kalawao,60.07765707442935
20179,KS,Sheridan,60.076932131892924
48209,TX,Hays,60.07497518277532
34029,NJ,Ocean,60.0689618222898
2150,AK,Kodiak Island,60.060086905065894
51137,VA,Orange,60.052526679971045
18113,IN,Noble,60.04871019404544
32510,NV,Carson City,60.04697642870994
54017,WV,Doddridge,60.03879053863261
36121,NY,Wyoming,60.03837859136547
19169,IA,Story,59.988096109638946
19035,IA,Cherokee,59.98794313450918
39035,OH,Cuyahoga,59.97664488674014
20045,KS,Douglas,59.971375873127585
49049,UT,Utah,59.96897251813561
46039,SD,Deuel,59.96558869790733
41047,OR,Marion,59.9594897064047
56005,WY,Campbell,59.955019577733914
27017,MN,Carlton,59.940708547328086
32027,NV,Pershing,59.90382406690735
36115,NY,Washington,59.90024049365465
49053,UT,Washington,59.89776505277921
56011,WY,Crook,59.89771295908486
47065,TN,Hamilton,59.88464829551473
27137,MN,St. Louis,59.872349316520314
18127,IN,Porter,59.83364902337038
17041,IL,Douglas,59.83051916715801
12073,FL,Leon,59.83012385103329
51740,VA,Portsmouth,59.80402391122132
46115,SD,Spink,59.79906710921968
13077,GA,Coweta,59.793516334880174
18147,IN,Spencer,59.778901911476524
29173,MO,Ralls,59.766335073190156
16019,ID,Bonneville,59.75961995956133
36017,NY,Chenango,59.75760734871433
16011,ID,Bingham,59.73970128467132
30033,MT,Garfield,59.7323508801429
20015,KS,Butler,59.71905797657959
40027,OK,Cleveland,59.71508803992079
45057,SC,Lancaster,59.70706072863559
13013,GA,Barrow,59.70400048658932
13103,GA,Effingham,59.68854449817471
6071,CA,San Bernardino,59.68523638769228
31141,NE,Platte,59.675064293038105
51023,VA,Botetourt,59.66827418898776
38103,ND,Wells,59.66764285680886
27127,MN,Redwood,59.64401591632896
55005,WI,Barron,59.639897224379915
55105,WI,Rock,59.6244057686124
17007,IL,Boone,59.62244465096293
31113,NE,Logan,59.613850478552465
12045,FL,Gulf,59.59543927104556
13241,GA,Rabun,59.57338970269321
26019,MI,Benzie,59.56577612213377
19193,IA,Woodbury,59.565168363335694
39085,OH,Lake,59.565124230019485
48031,TX,Blanco,59.562023450140096
27167,MN,Wilkin,59.553365391149626
34033,NJ,Salem,59.53817881087295
18031,IN,Decatur,59.527626824978185
6089,CA,Shasta,59.51853391243128
16015,ID,Boise,59.493679194228804
17015,IL,Carroll,59.48907448543322
27129,MN,Renville,59.4826737478067
27013,MN,Blue Earth,59.46606982202201
51001,VA,Accomack,59.459344828437196
36075,NY,Oswego,59.437779579150956
13029,GA,Bryan,59.43677953227001
10005,DE,Sussex,59.43569052990732
17001,IL,Adams,59.433310063014304
29043,MO,Christian,59.42991898229967
18133,IN,Putnam,59.42860089119491
18129,IN,Posey,59.42820252012998
42037,PA,Columbia,59.418037705380016
29095,MO,Jackson,59.413019333901836
30067,MT,Park,59.40933959851717
39051,OH,Fulton,59.39533868475463
36099,NY,Seneca,59.361297310433976
19069,IA,Franklin,59.35750319325662
29027,MO,Callaway,59.356180729185496
42031,PA,Clarion,59.35463791655458
19101,IA,Jefferson,59.353738481786756
42115,PA,Susquehanna,59.342266464227855
15000,,,59.32790839685385
18161,IN,Union,59.320412464469484
18171,IN,Warren,59.31443678322394
24047,MD,Worcester,59.279343215347744
20109,KS,Logan,59.27856256595287
39091,OH,Logan,59.27500827579388
19089,IA,Howard,59.267978387434404
55013,WI,Burnett,59.26643522829416
39169,OH,Wayne,59.25628836953305
6115,CA,Yuba,59.24390981656969
47105,TN,Loudon,59.24072665500443
12009,FL,Brevard,59.23469551753625
10001,DE,Kent,59.232510314458324
45035,SC,Dorchester,59.228244024249584
19197,IA,Wright,59.221381996199
39173,OH,Wood,59.202160692871864
31027,NE,Cedar,59.19816002053407
30017,MT,Custer,59.19235877659805
16075,ID,Payette,59.18583669809491
36043,NY,Herkimer,59.18346557062665
23027,ME,Waldo,59.1805765058134
19175,IA,Union,59.17933126173611
24029,MD,Kent,59.17691826653072
17173,IL,Shelby,59.16693441576959
38045,ND,LaMoure,59.165356573002185
54023,WV,Grant,59.15424126963686
42129,PA,Westmoreland,59.14805179755292
30021,MT,Dawson,59.14766665897911
48495,TX,Winkler,59.14529430194222
13153,GA,Houston,59.142096695206185
55081,WI,Monroe,59.141452844787494
5007,AR,Benton,59.12781843595731
30000,,,59.12507952112258
28033,MS,DeSoto,59.11525889299439
20171,KS,Scott,59.113936010084906
54033,WV,Harrison,59.11242139880504
48329,TX,Midland,59.09890677575609
12031,FL,Duval,59.09470287802328
42057,PA,Fulton,59.08630240235718
47119,TN,Maury,59.07541879727253
38053,ND,McKenzie,59.06118072848621
41071,OR,Yamhill,59.04033647312381
17061,IL,Greene,59.010956871220515
39161,OH,Van Wert,59.00654922535256
6051,CA,Mono,58.99643189775474
39057,OH,Greene,58.98066136055539
56025,WY,Natrona,58.964273513201505
30091,MT,Sheridan,58.96259355358713
46019,SD,Butte,58.95060689842042
18019,IN,Clark,58.9496782933364
31169,NE,Thayer,58.91403833717394
51009,VA,Amherst,58.899438286148715
28121,MS,Rankin,58.8823889939893
29037,MO,Cass,58.87738695917934
19133,IA,Monona,58.856495067969306
37129,NC,New Hanover,58.85062800594734
51133,VA,Northumberland,58.83553704886259
36025,NY,Delaware,58.81765794987164
51125,VA,Nelson,58.80532236295265
18005,IN,Bartholomew,58.80043596791984
17021,IL,Christian,58.78902618336587
46091,SD,Marshall,58.78607185613951
36083,NY,Rensselaer,58.781508742211095
51660,VA,Harrisonburg,58.779079330945265
51115,VA,Mathews,58.76685400695521
21239,KY,Woodford,58.75754125973977
36097,NY,Schuyler,58.750162916725834
53071,WA,Walla Walla,58.74973453490527
17141,IL,Ogle,58.73261216662008
39153,OH,Summit,58.725965034691676
17017,IL,Cass,58.72564675277743
20135,KS,Ness,58.724013901215066
26037,MI,Clinton,58.72080472181945
17119,IL,Madison,58.71142957765032
20131,KS,Nemaha,58.71109600401174
8027,CO,Custer,58.68981079896326
20033,KS,Comanche,58.66884078774728
20043,KS,Doniphan,58.66700444966179
13097,GA,Douglas,58.66040199730968
19013,IA,Black Hawk,58.63403670636594
40093,OK,Major,58.61334440024323
45015,SC,Berkeley,58.61194298586967
31037,NE,Colfax,58.59823378862639
29135,MO,Moniteau,58.593162156863016
31157,NE,Scotts Bluff,58.59309677290343
48339,TX,Montgomery,58.58254929051961
36123,NY,Yates,58.57274859809128
51678,VA,Lexington,58.56772654267031
19067,IA,Floyd,58.55833023018868
36011,NY,Cayuga,58.5513660284516
51630,VA,Fredericksburg,58.54984782981907
37145,NC,Person,58.543642963052704
48195,TX,Hansford,58.533473072763954
38027,ND,Eddy,58.53323050044629
23001,ME,Androscoggin,58.53002584678385
27151,MN,Swift,58.52994738932586
8077,CO,Mesa,58.52853858234937
31111,NE,Lincoln,58.497486813101986
39135,OH,Preble,58.49247511507193
51011,VA,Appomattox,58.48588474069256
51036,VA,Charles City,58.47579242904419
42005,PA,Armstrong,58.47044734873791
51770,VA,Roanoke,58.46824329703953
9015,CT,Windham,58.46452473436212
55007,WI,Bayfield,58.42573319847787
46021,SD,Campbell,58.418474964423346
19043,IA,Clayton,58.418307546209114
20143,KS,Ottawa,58.411084421165505
33019,NH,Sullivan,58.40643227171639
20057,KS,Ford,58.395663131254494
21081,KY,Grant,58.39422574828706
8063,CO,Kit Carson,58.388644496489476
18015,IN,Carroll,58.38587957273791
40073,OK,Kingfisher,58.38215786488864
51007,VA,Amelia,58.359759422683574
42061,PA,Huntingdon,58.35975451321444
31135,NE,Perkins,58.35553298400332
30101,MT,Toole,58.35359367400737
42069,PA,Lackawanna,58.34115959263916
8007,CO,Archuleta,58.324258034344375
6007,CA,Butte,58.31738124953449
17117,IL,Macoupin,58.31266719989825
37109,NC,Lincoln,58.29287965384754
29019,MO,Boone,58.25151147893003
2282,AK,Yakutat,58.2506310622543
18007,IN,Benton,58.250494304175014
39039,OH,Defiance,58.24085176334636
27089,MN,Marshall,58.230917102435896
12001,FL,Alachua,58.21705801212688
16043,ID,Fremont,58.2092728777287
31011,NE,Boone,58.18246324860416
27061,MN,Itasca,58.17950738954484
56029,WY,Park,58.16194286562478
32007,NV,Elko,58.15247873889084
13291,GA,Union,58.13981270719147
21005,KY,Anderson,58.10863275300919
19155,IA,Pottawattamie,58.105133496694926
51015,VA,Augusta,58.09302255046011
21029,KY,Bullitt,58.073401253548965
41049,OR,Morrow,58.0616809136441
30083,MT,Richland,58.056498018192215
18159,IN,Tipton,58.05621279637621
17105,IL,Livingston,58.05414403450617
17187,IL,Warren,58.035516206722136
19171,IA,Tama,58.03045945379025
49005,UT,Cache,58.02764627817439
41031,OR,Jefferson,58.011009914340185
16045,ID,Gem,57.97453964425879
26005,MI,Allegan,57.96829459254846
27051,MN,Grant,57.94365112979903
48113,TX,Dallas,57.94253084510517
20169,KS,Saline,57.93947283195938
19091,IA,Humboldt,57.92879310139829
30077,MT,Powell,57.92651417136866
29003,MO,Andrew,57.92000391362787
38029,ND,Emmons,57.89130748441106
45065,SC,McCormick,57.88108735605554
9007,CT,Middlesex,57.879556354187976
19051,IA,Davis,57.87444968149444
18085,IN,Kosciusko,57.8693513004361
51171,VA,Shenandoah,57.8511975080748
12069,FL,Lake,57.851106635916786
56043,WY,Washakie,57.85063183225048
55119,WI,Taylor,57.84151764896189
39017,OH,Butler,57.82103035803024
13217,GA,Newton,57.80084914725007
17157,IL,Randolph,57.79728442814202
37081,NC,Guilford,57.775211314031665
17087,IL,Johnson,57.77033265529514
56035,WY,Sublette,57.76702088732647
51163,VA,Rockbridge,57.753337824196244
6023,CA,Humboldt,57.75224729905038
12007,FL,Bradford,57.74395350904732
46000,,,57.7424317315846
19127,IA,Marshall,57.72646278775844
18109,IN,Morgan,57.69293732724261
51820,VA,Waynesboro,57.68349986613771
18043,IN,Floyd,57.68237669223494
21213,KY,Simpson,57.66640476915887
31093,NE,Howard,57.65905312864235
31035,NE,Clay,57.624691176180974
22033,LA,East Baton Rouge,57.62016668187231
20159,KS,Rice,57.61739110813328
48139,TX,Ellis,57.61449646135332
17123,IL,Marshall,57.6086487641837
42123,PA,Warren,57.60703865804165
17159,IL,Richland,57.60303095923257
22037,LA,East Feliciana,57.60224114506644
36065,NY,Oneida,57.595912217214924
31043,NE,Dakota,57.59471435191153
48103,TX,Crane,57.589722367217746
29099,MO,Jefferson,57.58174212586667
38071,ND,Ramsey,57.551022320447366
21227,KY,Warren,57.52584578785357
45003,SC,Aiken,57.52504816158135
13211,GA,Morgan,57.503304726084764
20165,KS,Rush,57.49594727419789
54095,WV,Tyler,57.494642417326375
45053,SC,Jasper,57.493999477350364
37125,NC,Moore,57.489643682788405
21007,KY,Ballard,57.47311483497504
47169,TN,Trousdale,57.46829504341634
13051,GA,Chatham,57.466146048274815
39097,OH,Madison,57.42068286065984
36003,NY,Allegany,57.4155876227229
55019,WI,Clark,57.41213670673566
19039,IA,Clarke,57.40364666922474
50021,VT,Rutland,57.37956707964616
13139,GA,Hall,57.35953588056501
9003,CT,Hartford,57.34448270792029
8095,CO,Phillips,57.323660461559086
13133,GA,Greene,57.323082182603365
25013,MA,Hampden,57.2713386556067
31179,NE,Wayne,57.25967556417563
55023,WI,Crawford,57.251927247718555
26027,MI,Cass,57.24145038456753
51131,VA,Northampton,57.230746410893936
20115,KS,Marion,57.21074927961214
23007,ME,Franklin,57.18812029219309
31000,,,57.18101190060638
20119,KS,Meade,57.171006340801966
30053,MT,Lincoln,57.166701017003504
18169,IN,Wabash,57.145612388641375
12071,FL,Lee,57.14510010666277
48369,TX,Parmer,57.14452293742873
13221,GA,Oglethorpe,57.13785789764245
20053,KS,Ellsworth,57.12415560942342
54009,WV,Brooke,57.11560541155404
20055,KS,Finney,57.107541682008
17195,IL,Whiteside,57.107369578562995
55099,WI,Price,57.10494833045125
16053,ID,Jerome,57.09005500865208
42105,PA,Potter,57.06493118507813
45051,SC,Horry,57.06470675797728
37147,NC,Pitt,57.063773368750084
26043,MI,Dickinson,57.062200728867936
31029,NE,Chase,57.05305304493865
19053,IA,Decatur,57.04767522963999
17107,IL,Logan,57.02646338364005
13111,GA,Fannin,57.01577528900311
21105,KY,Hickman,57.015603753360764
13297,GA,Walton,56.99802206554839
47023,TN,Chester,56.994619708376504
37019,NC,Brunswick,56.99453553193772
31017,NE,Brown,56.97641838004586
38065,ND,Oliver,56.975368552546875
51595,VA,Emporia,56.95005706800614
2000,,,56.94113391717378
26087,MI,Lapeer,56.936489799954906
18131,IN,Pulaski,56.92514983163289
16039,ID,Elmore,56.92215512813647
45017,SC,Calhoun,56.908856764785845
37077,NC,Granville,56.9058422075631
18107,IN,Montgomery,56.86497006868299
31083,NE,Harlan,56.83638071310958
18105,IN,Monroe,56.831151289273755
48439,TX,Tarrant,56.8223436670992
26067,MI,Ionia,56.82099728960344
32003,NV,Clark,56.81593639968495
31039,NE,Cuming,56.808509776103165
17073,IL,Henry,56.80617653696439
31071,NE,Garfield,56.79646252457019
54011,WV,Cabell,56.79386516391157
22047,LA,Iberville,56.79099967229475
47167,TN,Tipton,56.78880720194777
29199,MO,Scotland,56.780810826941476
20185,KS,Stafford,56.77460884333771
31013,NE,Box Butte,56.76744492545009
54025,WV,Greenbrier,56.764163905038316
16049,ID,Idaho,56.757786208902345
13169,GA,Jones,56.755137896805024
20047,KS,Edwards,56.74480915850698
20191,KS,Sumner,56.744190359324655
53045,WA,Mason,56.740787825661194
46025,SD,Clark,56.73861508896241
13083,GA,Dade,56.735197760797924
16021,ID,Boundary,56.72585784944436
39003,OH,Allen,56.70409149519849
49001,UT,Beaver,56.687865088289904
36077,NY,Otsego,56.67366362798213
35015,NM,Eddy,56.672396110884485
48053,TX,Burnet,56.6699902293021
46035,SD,Davison,56.667634733381824
56013,WY,Fremont,56.6419504871072
46027,SD,Clay,56.63802199362416
55067,WI,Langlade,56.63590340851589
34011,NJ,Cumberland,56.63099693948432
17037,IL,DeKalb,56.59913124819465
17163,IL,St. Clair,56.589537523752924
1115,AL,St. Clair,56.58768644366239
13183,GA,Long,56.585977980074425
20139,KS,Osage,56.57670018194026
0,USA,USA,56.575797305352516
37021,NC,Buncombe,56.574508933878825
48433,TX,Stonewall,56.550001786465835
42107,PA,Schuylkill,56.547667569384025
21157,KY,Marshall,56.49998693564039
12053,FL,Hernando,56.490634086719254
6021,CA,Glenn,56.48180261926964
19045,IA,Clinton,56.47950866766359
39089,OH,Licking,56.47712594140365
49027,UT,Millard,56.47113921924985
47093,TN,Knox,56.46466351438649
26163,MI,Wayne,56.46230470563091
29049,MO,Clinton,56.45755396719306
54049,WV,Marion,56.43733835262504
17161,IL,Rock Island,56.4338661102589
48415,TX,Scurry,56.40518565443908
17091,IL,Kankakee,56.38823576620265
53031,WA,Jefferson,56.38399538314479
20183,KS,Smith,56.383637121871764
18003,IN,Allen,56.374004730477175
36019,NY,Clinton,56.366013680514804
53039,WA,Klickitat,56.363952426214325
46097,SD,Miner,56.35846338088317
39037,OH,Darke,56.358178444747274
6039,CA,Madera,56.35726198439335
36015,NY,Chemung,56.35242439476451
6009,CA,Calaveras,56.342510689542245
36007,NY,Broome,56.33533973885303
18115,IN,Ohio,56.322232604125176
12127,FL,Volusia,56.29345414623937
13159,GA,Jasper,56.288681838798404
18069,IN,Huntington,56.23727682625363
31139,NE,Pierce,56.23443962129764
31033,NE,Cheyenne,56.221020433870954
38049,ND,McHenry,56.218986297332165
51840,VA,Winchester,56.218606468667815
18033,IN,DeKalb,56.18878020952739
24015,MD,Cecil,56.17584443911013
20173,KS,Sedgwick,56.17341923990697
20111,KS,Lyon,56.17301189269306
12000,,,56.16627173840437
6043,CA,Mariposa,56.16514379775762
26111,MI,Midland,56.1514524733865
42035,PA,Clinton,56.14169108065785
40143,OK,Tulsa,56.13093494543551
8075,CO,Logan,56.12096364264176
42121,PA,Venango,56.10775775292894
12041,FL,Gilchrist,56.10504873812156
27007,MN,Beltrami,56.08752674766093
29089,MO,Howard,56.08084065000523
31019,NE,Buffalo,56.07737289798482
22095,LA,St. John the Baptist,56.063037804838885
17103,IL,Lee,56.06031354088397
19057,IA,Des Moines,56.05971386441631
17053,IL,Ford,56.05107519905225
48319,TX,Mason,56.0393349284719
19107,IA,Keokuk,56.01847082853386
48251,TX,Johnson,55.98148688583269
51181,VA,Surry,55.977743228654326
39005,OH,Ashland,55.96289483725949
20189,KS,Stevens,55.95984347792554
19063,IA,Emmet,55.930701122240976
46129,SD,Walworth,55.91745601604532
29053,MO,Cooper,55.91061074594264
18045,IN,Fountain,55.89816029089955
36101,NY,Steuben,55.896202521249606
48497,TX,Wise,55.89583290272555
29121,MO,Macon,55.87863261669529
8085,CO,Montrose,55.868029244048685
29510,MO,St. Louis,55.84810233356716
20101,KS,Lane,55.840412648512256
31097,NE,Johnson,55.83743188789988
21023,KY,Bracken,55.83268507283631
32019,NV,Lyon,55.823658920568626
13147,GA,Hart,55.82198433051528
53003,WA,Asotin,55.80924752566194
18027,IN,Daviess,55.807733366356935
8065,CO,Lake,55.805266715491456
37139,NC,Pasquotank,55.8024959800188
2275,AK,Wrangell,55.80001742210401
42079,PA,Luzerne,55.79630258858952
17099,IL,LaSalle,55.79058065637684
18125,IN,Pike,55.79020323336662
8121,CO,Washington,55.78733417920795
29157,MO,Perry,55.78664731051443
48493,TX,Wilson,55.773388464865704
12119,FL,Sumter,55.77085905156384
53049,WA,Pacific,55.751311577625216
18093,IN,Lawrence,55.74135782832686
39093,OH,Lorain,55.732922755313815
13311,GA,White,55.72779488060351
40145,OK,Wagoner,55.723678889391586
48029,TX,Bexar,55.71984506088287
21163,KY,Meade,55.70972136867365
17201,IL,Winnebago,55.70771961144829
48421,TX,Sherman,55.705591572829356
31059,NE,Fillmore,55.69760605802958
23019,ME,Penobscot,55.69529056552534
42013,PA,Blair,55.67279087227844
21059,KY,Daviess,55.65736561457387
20151,KS,Pratt,55.65380943280958
6101,CA,Sutter,55.65174150007942
1051,AL,Elmore,55.64094505006246
40007,OK,Beaver,55.640672103547175
20193,KS,Thomas,55.60744624100684
39025,OH,Clermont,55.607192684927185
17009,IL,Brown,55.60033201126079
20197,KS,Wabaunsee,55.58785787103853
47159,TN,Smith,55.58629859730837
42083,PA,McKean,55.58239738692255
54051,WV,Marshall,55.573762026511226
51067,VA,Franklin,55.57096704489731
54077,WV,Preston,55.549313293986145
18021,IN,Clay,55.53265504462511
48071,TX,Chambers,55.53106167691643
46063,SD,Harding,55.52236915874777
45055,SC,Kershaw,55.52041337040211
24023,MD,Garrett,55.51581226671248
47127,TN,Moore,55.51451631461215
19137,IA,Montgomery,55.51225707389942
48171,TX,Gillespie,55.50423645773884
48065,TX,Carson,55.49546121836112
39077,OH,Huron,55.46408186463811
22063,LA,Livingston,55.45118684561167
48501,TX,Yoakum,55.44800472775033
29177,MO,Ray,55.445567486651726
36035,NY,Fulton,55.442188043954864
18151,IN,Steuben,55.43525234241368
8029,CO,Delta,55.41352915407574
42059,PA,Greene,55.4110263365293
46003,SD,Aurora,55.409318360863956
12083,FL,Marion,55.395821478851616
55001,WI,Adams,55.39348734944942
27153,MN,Todd,55.39297932555087
13289,GA,Twiggs,55.392948705096394
22125,LA,West Feliciana,55.38771865642323
21143,KY,Lyon,55.38294002673623
18179,IN,Wells,55.37650815547825
31105,NE,Kimball,55.36638088007996
47043,TN,Dickson,55.34905678614094
38083,ND,Sheridan,55.34660396533683
55053,WI,Jackson,55.344932065264366
53047,WA,Okanogan,55.34423395501271
19111,IA,Lee,55.3425073647888
39083,OH,Knox,55.324526496532506
4000,,,55.312421909135374
13171,GA,Lamar,55.310950241126676
29005,MO,Atchison,55.3081529346835
38037,ND,Grant,55.29442713798843
51710,VA,Norfolk,55.29297106455835
13011,GA,Banks,55.290926092396404
42007,PA,Beaver,55.28823340246372
20177,KS,Shawnee,55.26888790842858
18039,IN,Elkhart,55.26720387670013
24011,MD,Caroline,55.265856589694195
13035,GA,Butts,55.26530425244179
29107,MO,Lafayette,55.26138312347522
31175,NE,Valley,55.24719369242562
13227,GA,Pickens,55.24275855122962
20103,KS,Leavenworth,55.23384033714585
53069,WA,Wahkiakum,55.216492679955714
49039,UT,Sanpete,55.212354485261166
20107,KS,Linn,55.21051382136006
21079,KY,Garrard,55.20720040951719
28071,MS,Lafayette,55.206804677462415
54107,WV,Wood,55.181797019030974
56009,WY,Converse,55.17720538795045
20117,KS,Marshall,55.17557191324184
31001,NE,Adams,55.1694968014676
29073,MO,Gasconade,55.15951778645173
38087,ND,Slope,55.15497531830248
54097,WV,Upshur,55.15290346229927
54005,WV,Boone,55.13944169975824
42111,PA,Somerset,55.1361214463386
49047,UT,Uintah,55.115925354236545
46057,SD,Hamlin,55.111808675878265
49013,UT,Duchesne,55.107300619944446
31181,NE,Webster,55.10150962916245
17185,IL,Wabash,55.09466401454723
31049,NE,Deuel,55.07085552038894
18083,IN,Knox,55.05052313742038
16035,ID,Clearwater,55.04792258258524
31125,NE,Nance,55.04338197952216
21141,KY,Logan,55.03576232370247
56037,WY,Sweetwater,55.03073248960595
36045,NY,Jefferson,55.02028239689202
51183,VA,Sussex,55.01209468389065
20039,KS,Decatur,55.00923803565425
45023,SC,Chester,55.00008894481244
27071,MN,Koochiching,54.99987781197677
31021,NE,Burt,54.99630949728465
16059,ID,Lemhi,54.99288860360673
48379,TX,Rains,54.98905964518128
26103,MI,Marquette,54.98280491179621
41061,OR,Union,54.955794015538864
6045,CA,Mendocino,54.95483850643261
12005,FL,Bay,54.9543607616689
42065,PA,Jefferson,54.94774321427184
16069,ID,Nez Perce,54.9368709204769
26113,MI,Missaukee,54.90839979502281
31003,NE,Antelope,54.88783372087476
37137,NC,Pamlico,54.867330708802356
40131,OK,Rogers,54.85317330841011
20141,KS,Osborne,54.852041011960345
6027,CA,Inyo,54.84652864415212
