FIPS,State,County,Health and Quality of Life Score
56037,WY,Sweetwater,44.41817586971528
42071,PA,Lancaster,44.41678069387422
31139,NE,Pierce,44.41442839514858
48039,TX,Brazoria,44.40910560976844
47037,TN,Davidson,44.378274584854985
17161,IL,Rock Island,44.375353701461634
29047,MO,Clay,44.37522105067849
48167,TX,Galveston,44.360076807260654
56041,WY,Uinta,44.35608444839997
48439,TX,Tarrant,44.33327672386709
27017,MN,Carlton,44.327873848603154
37113,NC,Macon,44.32700836258959
19131,IA,Mitchell,44.324628924996325
18127,IN,Porter,44.30536540721603
38025,ND,Dunn,44.301034827404685
1089,AL,Madison,44.29918623442074
6027,CA,Inyo,44.284955789884606
12091,FL,Okaloosa,44.27865552593923
49011,UT,Davis,44.26045843021015
8119,CO,Teller,44.25160464040027
17199,IL,Williamson,44.24509583133829
31027,NE,Cedar,44.244592786331765
24035,MD,Queen Anne's,44.24256808005691
51710,VA,Norfolk,44.236446892084594
40143,OK,Tulsa,44.23069426009122
27101,MN,Murray,44.2252777334308
34001,NJ,Atlantic,44.18403231437195
37019,NC,Brunswick,44.17708021020491
27033,MN,Cottonwood,44.164616420630885
20055,KS,Finney,44.163994478365716
36019,NY,Clinton,44.15446091444893
23001,ME,Androscoggin,44.14618052200844
48209,TX,Hays,44.13637185880646
16019,ID,Bonneville,44.13496775652311
26045,MI,Eaton,44.13453604625039
48381,TX,Randall,44.12100063568857
38023,ND,Divide,44.116902527904784
22055,LA,Lafayette,44.116213246627225
27079,MN,Le Sueur,44.1153460444118
48029,TX,Bexar,44.08222825374946
38063,ND,Nelson,44.06325555592882
6063,CA,Plumas,44.043825164756086
21071,KY,Floyd,44.04041343785832
20145,KS,Pawnee,44.01473118023875
27161,MN,Waseca,44.01300372536398
19005,IA,Allamakee,43.98983049065171
30043,MT,Jefferson,43.9705280913345
41023,OR,Grant,43.969426638725515
47065,TN,Hamilton,43.92175613401983
56035,WY,Sublette,43.912963126594526
27165,MN,Watonwan,43.91035157348409
19123,IA,Mahaska,43.88718443355241
55039,WI,Fond du Lac,43.85423349520495
26137,MI,Otsego,43.82307144765773
19159,IA,Ringgold,43.821355608694326
56007,WY,Carbon,43.81175103063089
16005,ID,Bannock,43.80123984948402
18097,IN,Marion,43.80067797732933
9007,CT,Middlesex,43.79512414903177
53017,WA,Douglas,43.767503450051464
29031,MO,Cape Girardeau,43.76080810776055
20005,KS,Atchison,43.75394578410543
46053,SD,Gregory,43.714947485251265
31083,NE,Harlan,43.71357322185332
16039,ID,Elmore,43.713404940807
36077,NY,Otsego,43.71309063315916
20057,KS,Ford,43.7128951386254
19031,IA,Cedar,43.687901139702575
56009,WY,Converse,43.649098039277824
36065,NY,Oneida,43.64154750456412
16031,ID,Cassia,43.63967669560209
16015,ID,Boise,43.63314355314871
29051,MO,Cole,43.60688470323854
20111,KS,Lyon,43.59477809786219
42075,PA,Lebanon,43.53965773202869
19093,IA,Ida,43.50108600576297
23015,ME,Lincoln,43.48898645581057
41041,OR,Lincoln,43.48774280998548
2070,AK,Dillingham,43.457799346998854
12009,FL,Brevard,43.45777748671767
23003,ME,Aroostook,43.44716898992456
17119,IL,Madison,43.434823525312446
29095,MO,Jackson,43.41199316684555
12073,FL,Leon,43.39705958288774
17037,IL,DeKalb,43.38857845882108
55093,WI,Pierce,43.384710012014416
49003,UT,Box Elder,43.38209140889105
24510,MD,Baltimore,43.37616408644727
18141,IN,St. Joseph,43.37276152173913
19037,IA,Chickasaw,43.35845370538313
41053,OR,Polk,43.35100859479867
20061,KS,Geary,43.32759776694662
41007,OR,Clatsop,43.30529584806358
37011,NC,Avery,43.292400546588375
48201,TX,Harris,43.28020960497578
45000,,,43.276703786271106
30023,MT,Deer Lodge,43.232976586970295
17085,IL,Jo Daviess,43.210814405983086
27057,MN,Hubbard,43.208077570823995
36015,NY,Chemung,43.19654715941445
53013,WA,Columbia,43.195275071356676
37149,NC,Polk,43.186210379371666
27073,MN,Lac qui Parle,43.17103474174916
38075,ND,Renville,43.14766331130998
46105,SD,Perkins,43.141542400087495
19109,IA,Kossuth,43.139780650068715
19081,IA,Hancock,43.1354020458643
31077,NE,Greeley,43.13248011018795
27059,MN,Isanti,43.12131822679024
41071,OR,Yamhill,43.11937367290728
30019,MT,Daniels,43.10731829495634
18003,IN,Allen,43.10307291434703
41061,OR,Union,43.09674516934296
6109,CA,Tuolumne,43.07175770299058
12031,FL,Duval,43.06506216267808
19147,IA,Palo Alto,43.05414787764861
41065,OR,Wasco,43.0530094259816
49057,UT,Weber,43.051262672283144
20149,KS,Pottawatomie,43.04854510473881
54069,WV,Ohio,43.0346545966606
36031,NY,Essex,43.03335650521383
51740,VA,Portsmouth,43.028292378672106
35011,NM,De Baca,43.01805928150446
35019,NM,Guadalupe,43.00638261914153
50005,VT,Caledonia,43.002920766073395
27153,MN,Todd,43.002173809981116
37087,NC,Haywood,42.99029865975143
19197,IA,Wright,42.98314612522983
38067,ND,Pembina,42.9830995174394
31121,NE,Merrick,42.97321643668603
37121,NC,Mitchell,42.95221574795798
18105,IN,Monroe,42.921780088703166
48425,TX,Somervell,42.90796776189433
27023,MN,Chippewa,42.89570420790271
8077,CO,Mesa,42.88704134173839
27093,MN,Meeker,42.879964701017876
18059,IN,Hancock,42.87469434072729
19129,IA,Mills,42.85171539180848
19089,IA,Howard,42.83684731139742
2198,AK,Prince of Wales-Hyder,42.83204476711997
36051,NY,Livingston,42.81751853305186
19045,IA,Clinton,42.817053947734955
55017,WI,Chippewa,42.81594450579029
55059,WI,Kenosha,42.810557385565176
50011,VT,Franklin,42.789333500611434
20155,KS,Reno,42.776466390276134
19179,IA,Wapello,42.77620928415952
13000,,,42.761639887213526
38013,ND,Burke,42.75065109991563
19079,IA,Hamilton,42.7400512104723
46037,SD,Day,42.7243182023267
48329,TX,Midland,42.71296971010343
39159,OH,Union,42.70541197017434
19161,IA,Sac,42.70279699569903
13179,GA,Liberty,42.69967979213281
51133,VA,Northumberland,42.678178207688546
27135,MN,Roseau,42.67433677565044
42049,PA,Erie,42.658479378363
45063,SC,Lexington,42.65766878028535
55055,WI,Jefferson,42.650350445979505
31063,NE,Frontier,42.64481886303324
26061,MI,Houghton,42.62797505443822
53003,WA,Asotin,42.625116409930435
30057,MT,Madison,42.618630587016206
46125,SD,Turner,42.615075965020594
46061,SD,Hanson,42.609895067057
19025,IA,Calhoun,42.60253852861959
31107,NE,Knox,42.59514832050044
31133,NE,Pawnee,42.59477135980625
37053,NC,Currituck,42.59381577359728
6101,CA,Sutter,42.575144391425916
37035,NC,Catawba,42.56583052678948
19155,IA,Pottawattamie,42.56495627972338
10005,DE,Sussex,42.560502931959185
20009,KS,Barton,42.55409400195724
41047,OR,Marion,42.541686265745895
27069,MN,Kittson,42.536007463523134
26037,MI,Clinton,42.531226348039255
17029,IL,Coles,42.51913125295002
13247,GA,Rockdale,42.51851321918951
12069,FL,Lake,42.511779505751406
6065,CA,Riverside,42.51057067097379
17201,IL,Winnebago,42.49064487741825
16069,ID,Nez Perce,42.48016672847441
21235,KY,Whitley,42.467100643852454
32510,NV,Carson City,42.46326933415959
36007,NY,Broome,42.42197567991761
26003,MI,Alger,42.4160701513858
4019,AZ,Pima,42.399311443354016
17203,IL,Woodford,42.39824273741116
16037,ID,Custer,42.373230251494654
31025,NE,Cass,42.37307093750672
9009,CT,New Haven,42.37088734277236
50013,VT,Grand Isle,42.35681607123019
55081,WI,Monroe,42.35492094221749
56011,WY,Crook,42.34640756674764
30077,MT,Powell,42.34604519748296
37101,NC,Johnston,42.33142888480475
49033,UT,Rich,42.32134249928417
31125,NE,Nance,42.31931802088379
20129,KS,Morton,42.31713273485815
36053,NY,Madison,42.30380906666367
33019,NH,Sullivan,42.30289582962209
20071,KS,Greeley,42.29032295087855
27159,MN,Wadena,42.26842650648525
49023,UT,Juab,42.267839223427934
38051,ND,McIntosh,42.25591971918787
42133,PA,York,42.24580996183896
19117,IA,Lucas,42.24261673811239
36083,NY,Rensselaer,42.241265898271365
45047,SC,Greenwood,42.23884087673513
51061,VA,Fauquier,42.21387139122151
53001,WA,Adams,42.20336085338949
21113,KY,Jessamine,42.17681386514225
39153,OH,Summit,42.17510204409968
41001,OR,Baker,42.17132697661141
30061,MT,Mineral,42.154870636316765
51800,VA,Suffolk,42.14486502399504
26019,MI,Benzie,42.12670293906197
38029,ND,Emmons,42.116211491222934
41033,OR,Josephine,42.11553557128937
37199,NC,Yancey,42.101885498920545
31095,NE,Jefferson,42.071836164138944
35007,NM,Colfax,42.068726660642255
46057,SD,Hamlin,42.065437618939384
20015,KS,Butler,42.04897530007728
20075,KS,Hamilton,42.042522182065305
29077,MO,Greene,42.0318805835277
13133,GA,Greene,42.02994568357692
21059,KY,Daviess,42.0179132126404
31097,NE,Johnson,41.97614576572149
24037,MD,St. Mary's,41.96964108476627
19111,IA,Lee,41.967279569974544
19043,IA,Clayton,41.96384584963453
48441,TX,Taylor,41.958523002619366
31161,NE,Sheridan,41.93955533434972
26009,MI,Antrim,41.939459998764825
21227,KY,Warren,41.92003326250852
19009,IA,Audubon,41.91545489236425
26021,MI,Berrien,41.9123993636865
17163,IL,St. Clair,41.90136150240473
8125,CO,Yuma,41.88320874790741
39151,OH,Stark,41.85669132330136
27065,MN,Kanabec,41.8551839313146
22051,LA,Jefferson,41.829671720445994
53037,WA,Kittitas,41.82612842416701
19035,IA,Cherokee,41.815550588119066
48451,TX,Tom Green,41.80264458093802
37127,NC,Nash,41.80155408611756
48205,TX,Hartley,41.8013370806678
48221,TX,Hood,41.7918321346525
8047,CO,Gilpin,41.78674872444577
29000,,,41.780094660474056
6077,CA,San Joaquin,41.77058871250771
55007,WI,Bayfield,41.761684230618414
53023,WA,Garfield,41.760344501297354
19097,IA,Jackson,41.721152947652854
16083,ID,Twin Falls,41.70692407218521
27001,MN,Aitkin,41.70182931325682
5119,AR,Pulaski,41.67275957573879
51177,VA,Spotsylvania,41.669901483269236
55123,WI,Vernon,41.668344794625725
26007,MI,Alpena,41.665907300163575
24039,MD,Somerset,41.66118363130212
6007,CA,Butte,41.65168967752745
27117,MN,Pipestone,41.64217709482209
41011,OR,Coos,41.61904496261609
6071,CA,San Bernardino,41.61223498493206
15005,HI,Kalawao,41.57874529465896
39099,OH,Mahoning,41.56792477356229
16043,ID,Fremont,41.55129696632202
37001,NC,Alamance,41.54130603286845
17115,IL,Macon,41.53285318765644
20179,KS,Sheridan,41.522326484310625
20203,KS,Wichita,41.49686911474814
31029,NE,Chase,41.4856580426837
8027,CO,Custer,41.47490690504229
19073,IA,Greene,41.47324144092929
37059,NC,Davie,41.47067518261283
29510,MO,St. Louis,41.45528385535751
38095,ND,Towner,41.45416680844334
24029,MD,Kent,41.43990746918504
31035,NE,Clay,41.43585262177609
20117,KS,Marshall,41.42887561038951
26165,MI,Wexford,41.42176581688309
19053,IA,Decatur,41.41803247255702
17179,IL,Tazewell,41.39764985843816
55135,WI,Waupaca,41.39158121376036
27151,MN,Swift,41.3719558503885
27143,MN,Sibley,41.37059255503355
19133,IA,Monona,41.36412695550386
21019,KY,Boyd,41.36027434163463
19151,IA,Pocahontas,41.352419360096036
19077,IA,Guthrie,41.33372877097882
13291,GA,Union,41.330367372304885
42007,PA,Beaver,41.319898544011565
20181,KS,Sherman,41.31713847911401
22033,LA,East Baton Rouge,41.314937780968975
31127,NE,Nemaha,41.30927734479424
27125,MN,Red Lake,41.2826291561844
35013,NM,Dona Ana,41.27809065848055
51700,VA,Newport News,41.27493215900592
17063,IL,Grundy,41.24596927573208
37115,NC,Madison,41.22968184861208
27173,MN,Yellow Medicine,41.22055631534857
51145,VA,Powhatan,41.2119022753105
27071,MN,Koochiching,41.207195365474824
29127,MO,Marion,41.20542365982302
23027,ME,Waldo,41.20321323362833
48423,TX,Smith,41.18790735034114
55061,WI,Kewaunee,41.182713624822775
45035,SC,Dorchester,41.17714544978779
41015,OR,Curry,41.14769645917755
21021,KY,Boyle,41.14509577229355
26041,MI,Delta,41.14463487278312
37133,NC,Onslow,41.11756484961756
39000,,,41.106595963876835
55129,WI,Washburn,41.10385509375167
39085,OH,Lake,41.09916738263914
49025,UT,Kane,41.093864340107935
27043,MN,Faribault,41.07736150793285
36021,NY,Columbia,41.06359987109799
18000,,,41.047743924941585
28035,MS,Forrest,41.03667599525844
18043,IN,Floyd,41.029841375054126
38091,ND,Steele,41.009859900813716
22017,LA,Caddo,41.009543650054596
55049,WI,Iowa,40.98876337882507
47179,TN,Washington,40.988281547750944
31033,NE,Cheyenne,40.98777988388223
46087,SD,McCook,40.949523897571716
12015,FL,Charlotte,40.930992520394334
45043,SC,Georgetown,40.92730495881305
55033,WI,Dunn,40.9202995070134
19023,IA,Butler,40.88194045489075
48267,TX,Kimble,40.8701019828324
39173,OH,Wood,40.867581967058214
13281,GA,Towns,40.860833207495446
49039,UT,Sanpete,40.859286210668245
50019,VT,Orleans,40.85495528792882
9011,CT,New London,40.85155487128294
2240,AK,Southeast Fairbanks,40.848032124376694
8093,CO,Park,40.845476899208485
20037,KS,Crawford,40.84193465914776
20093,KS,Kearny,40.83946077227231
20197,KS,Wabaunsee,40.832494768874895
21000,,,40.821745771379014
51820,VA,Waynesboro,40.81020180005162
37109,NC,Lincoln,40.800454869790656
55099,WI,Price,40.79762077972607
5007,AR,Benton,40.79725347180466
39043,OH,Erie,40.7816708801011
27063,MN,Jackson,40.76921374880603
16035,ID,Clearwater,40.7592992448232
48299,TX,Llano,40.74537560250096
16017,ID,Bonner,40.74063249563648
26083,MI,Keweenaw,40.73569649575121
38049,ND,McHenry,40.72789274376138
38037,ND,Grant,40.723454348712075
42101,PA,Philadelphia,40.72104970757962
17141,IL,Ogle,40.71989461643423
6089,CA,Shasta,40.71760537539946
26101,MI,Manistee,40.71568878934452
4025,AZ,Yavapai,40.712757318307084
32003,NV,Clark,40.712125056835674
40031,OK,Comanche,40.6934831564015
19135,IA,Monroe,40.678324995120626
20013,KS,Brown,40.67767590950753
29161,MO,Phelps,40.6750102910712
6045,CA,Mendocino,40.669820271231416
12089,FL,Nassau,40.66791090969575
55121,WI,Trempealeau,40.66497836025455
55047,WI,Green Lake,40.66085205761605
28149,MS,Warren,40.660753598706364
27155,MN,Traverse,40.66028428837569
16041,ID,Franklin,40.65164547028219
42079,PA,Luzerne,40.65134211496781
16029,ID,Caribou,40.649928356739785
27047,MN,Freeborn,40.64504277603975
20159,KS,Rice,40.63062036090436
26033,MI,Chippewa,40.61951077041543
4005,AZ,Coconino,40.60249625542176
17007,IL,Boone,40.60215988584049
51131,VA,Northampton,40.59898440248349
48265,TX,Kerr,40.597776043405254
42015,PA,Bradford,40.57695202363792
28105,MS,Oktibbeha,40.575285908152296
53039,WA,Klickitat,40.56135718120026
20163,KS,Rooks,40.55808471761825
27077,MN,Lake of the Woods,40.55782176256725
48027,TX,Bell,40.54738915018268
46043,SD,Douglas,40.53651281778277
38055,ND,McLean,40.51311550671975
27107,MN,Norman,40.496793120784595
12097,FL,Osceola,40.486391550621036
56027,WY,Niobrara,40.48570147061643
31123,NE,Morrill,40.481251164947146
42021,PA,Cambria,40.47781415104292
48435,TX,Sutton,40.47596835203162
55031,WI,Douglas,40.46101151422821
36041,NY,Hamilton,40.45755507772784
16021,ID,Boundary,40.433068955005886
9005,CT,Litchfield,40.42876199447047
51650,VA,Hampton,40.42726367754554
51127,VA,New Kent,40.41131089179179
30051,MT,Liberty,40.404972314494046
38041,ND,Hettinger,40.375073914551926
37071,NC,Gaston,40.37231687973104
55027,WI,Dodge,40.370521801508616
48183,TX,Gregg,40.35997340648664
31169,NE,Thayer,40.35919143312373
20083,KS,Hodgeman,40.35818435250749
31003,NE,Antelope,40.34835908979331
24045,MD,Wicomico,40.34030724370519
45051,SC,Horry,40.31260257116104
6069,CA,San Benito,40.30811311986276
35043,NM,Sandoval,40.29658392869615
47093,TN,Knox,40.295213799765946
5143,AR,Washington,40.28299870647539
27127,MN,Redwood,40.27046090802021
1101,AL,Montgomery,40.263956082272585
17147,IL,Piatt,40.25461143556935
29029,MO,Camden,40.253538535284704
33007,NH,Coos,40.24609270166752
20033,KS,Comanche,40.23885683244617
56031,WY,Platte,40.23707909521872
30053,MT,Lincoln,40.21782238327316
51830,VA,Williamsburg,40.19739613898826
21093,KY,Hardin,40.18944079115078
20001,KS,Allen,40.1721348110477
31143,NE,Polk,40.171288016149845
40027,OK,Cleveland,40.1657402355465
19085,IA,Harrison,40.156324494901355
26097,MI,Mackinac,40.1554101913932
27129,MN,Renville,40.154577902650665
40017,OK,Canadian,40.15360761826812
31051,NE,Dixon,40.139342433445314
37029,NC,Camden,40.1256283935674
51099,VA,King George,40.12502010637391
47113,TN,Madison,40.098586898345026
6023,CA,Humboldt,40.07201427975956
27081,MN,Lincoln,40.0714531885852
37139,NC,Pasquotank,40.06966931500353
26095,MI,Luce,40.063304076421446
19173,IA,Taylor,40.058834003348984
12131,FL,Walton,40.05182370703955
18157,IN,Tippecanoe,40.0412685384564
13215,GA,Muscogee,40.02979994659046
20119,KS,Meade,40.01643068500073
20157,KS,Republic,40.00326257472883
21209,KY,Scott,39.98953631072559
13151,GA,Henry,39.98225848840917
12035,FL,Flagler,39.97808227485778
26163,MI,Wayne,39.97285254302636
37191,NC,Wayne,39.96272321946007
18163,IN,Vanderburgh,39.940396244850895
12111,FL,St. Lucie,39.909697808086044
20153,KS,Rawlins,39.90046750600162
55043,WI,Grant,39.89928537331976
13241,GA,Rabun,39.866714872897255
55023,WI,Crawford,39.864272100095825
42055,PA,Franklin,39.8637132132041
23007,ME,Franklin,39.85686218642031
9013,CT,Tolland,39.83105661753045
51043,VA,Clarke,39.82018393285113
30105,MT,Valley,39.81768734267304
8105,CO,Rio Grande,39.81446462560995
36063,NY,Niagara,39.810705827269565
41035,OR,Klamath,39.80784640015603
55067,WI,Langlade,39.79589518945111
31147,NE,Richardson,39.78337234162423
6005,CA,Amador,39.75671442383701
37013,NC,Beaufort,39.75547197250439
13139,GA,Hall,39.75362021614215
42013,PA,Blair,39.74551676276964
20069,KS,Gray,39.73554857232269
42085,PA,Mercer,39.73342189000161
36005,NY,Bronx,39.72232855116278
16027,ID,Canyon,39.7184010619398
13097,GA,Douglas,39.71186789874952
2066,,,39.69914384040868
19001,IA,Adair,39.68261783415848
55021,WI,Columbia,39.68043485439816
49027,UT,Millard,39.67906285147414
20201,KS,Washington,39.67870438951205
39109,OH,Miami,39.67835751543567
19011,IA,Benton,39.65565000080681
17027,IL,Clinton,39.6463193833361
35027,NM,Lincoln,39.633672410904246
19185,IA,Wayne,39.60481789446543
37039,NC,Cherokee,39.59575070784559
26075,MI,Jackson,39.594304474060635
8083,CO,Montezuma,39.56905003495293
27089,MN,Marshall,39.56807976481377
21179,KY,Nelson,39.56591670884462
48303,TX,Lubbock,39.56408706310121
55119,WI,Taylor,39.5584085676921
38047,ND,Logan,39.54851898107589
16049,ID,Idaho,39.54040218539015
31163,NE,Sherman,39.5336930364049
51023,VA,Botetourt,39.52814059392991
16065,ID,Madison,39.509572716990725
27167,MN,Wilkin,39.50955417552124
19137,IA,Montgomery,39.50934750404566
55103,WI,Richland,39.49750600145254
21211,KY,Shelby,39.47793730726967
29037,MO,Cass,39.4651688861005
53069,WA,Wahkiakum,39.46441612353482
16059,ID,Lemhi,39.45658107210308
26017,MI,Bay,39.44742574942253
6099,CA,Stanislaus,39.43052370766861
40000,,,39.3835629411932
20017,KS,Chase,39.35715152210966
46049,SD,Faulk,39.34292466990116
45015,SC,Berkeley,39.3318442015912
36013,NY,Chautauqua,39.32341835954603
20059,KS,Franklin,39.31870701348615
51069,VA,Frederick,39.30877092292528
19195,IA,Worth,39.306791051276576
55113,WI,Sawyer,39.29919559731668
39045,OH,Fairfield,39.29312266505958
19047,IA,Crawford,39.28279610865655
42001,PA,Adams,39.279860893588044
26053,MI,Gogebic,39.27489622417426
27009,MN,Benton,39.26460671145084
28059,MS,Jackson,39.263368592241065
20065,KS,Graham,39.24432839685404
8043,CO,Fremont,39.222303064784235
31105,NE,Kimball,39.21035988363833
37141,NC,Pender,39.209401116101446
36043,NY,Herkimer,39.20054611129808
40073,OK,Kingfisher,39.19359105655368
16003,ID,Adams,39.18872651113908
13059,GA,Clarke,39.18487655946502
39113,OH,Montgomery,39.169643917202876
8095,CO,Phillips,39.16020186304754
20053,KS,Ellsworth,39.159530608501306
27095,MN,Mille Lacs,39.15061791452838
22103,LA,St. Tammany,39.1460278997224
30047,MT,Lake,39.14382435920637
28075,MS,Lauderdale,39.14116206935741
36049,NY,Lewis,39.12599902737211
39133,OH,Portage,39.12182157436548
46063,SD,Harding,39.1136306418567
20115,KS,Marion,39.11039668123238
13029,GA,Bryan,39.10914183333624
56013,WY,Fremont,39.10782915772236
20031,KS,Coffey,39.05528717510138
35017,NM,Grant,39.03987755428959
31171,NE,Thomas,38.99780798875767
10001,DE,Kent,38.98101953958567
27097,MN,Morrison,38.97363534349935
8101,CO,Pueblo,38.95723644923134
53075,WA,Whitman,38.94409569094126
35009,NM,Curry,38.93470217614136
39107,OH,Mercer,38.919880994190066
36023,NY,Cortland,38.89084003254122
20029,KS,Cloud,38.86720051257537
31113,NE,Logan,38.85144466853464
20209,KS,Wyandotte,38.84339584630005
36039,NY,Greene,38.83804582026319
45057,SC,Lancaster,38.8328606818445
6019,CA,Fresno,38.81452079078933
21047,KY,Christian,38.809136889912104
21161,KY,Mason,38.79179810903616
16007,ID,Bear Lake,38.78766347873438
19069,IA,Franklin,38.78558248253184
46069,SD,Hyde,38.76929311106203
26145,MI,Saginaw,38.76624023920151
13077,GA,Coweta,38.76345746162795
48309,TX,McLennan,38.76139055881633
48477,TX,Washington,38.755607516479095
48355,TX,Nueces,38.75185152102678
30101,MT,Toole,38.74768593710224
41013,OR,Crook,38.7434715963949
39095,OH,Lucas,38.74263724744801
20127,KS,Morris,38.738233906650855
13153,GA,Houston,38.73746923351157
12019,FL,Clay,38.73431017490796
55083,WI,Oconto,38.71785023349444
13115,GA,Floyd,38.68255734690921
36089,NY,St. Lawrence,38.66609962067924
8075,CO,Logan,38.66522997166689
53077,WA,Yakima,38.66445719916153
41009,OR,Columbia,38.65114251838359
53065,WA,Stevens,38.64841650125063
20133,KS,Neosho,38.64661958130548
42081,PA,Lycoming,38.62922330387124
20187,KS,Stanton,38.62796614919202
41025,OR,Harney,38.62559432681488
16071,ID,Oneida,38.604945004937356
19091,IA,Humboldt,38.60431981707697
29147,MO,Nodaway,38.589949433062934
39137,OH,Putnam,38.56760355261074
42089,PA,Monroe,38.56512557920121
17177,IL,Stephenson,38.56502566226318
51191,VA,Washington,38.55841363784334
29169,MO,Pulaski,38.55235908279784
8039,CO,Elbert,38.5470808767902
30041,MT,Hill,38.53320451910399
30007,MT,Broadwater,38.52659711267434
19065,IA,Fayette,38.493718368769464
26025,MI,Calhoun,38.493133553395815
26067,MI,Ionia,38.48821091951366
36121,NY,Wyoming,38.463276229035024
36035,NY,Fulton,38.45097263007296
12113,FL,Santa Rosa,38.44659730537285
26121,MI,Muskegon,38.424724705036226
40151,OK,Woods,38.41708245046417
17033,IL,Crawford,38.39605557740618
17099,IL,LaSalle,38.392977392740555
29021,MO,Buchanan,38.39080364982415
24023,MD,Garrett,38.383259539897466
2170,AK,Matanuska-Susitna,38.37889609618168
18071,IN,Jackson,38.37533303190488
37005,NC,Alleghany,38.37113494415176
32033,NV,White Pine,38.34898233698037
18183,IN,Whitley,38.33161403331298
18089,IN,Lake,38.33133281335281
56003,WY,Big Horn,38.32607130517508
21073,KY,Franklin,38.30954917628651
31181,NE,Webster,38.29075058063305
42063,PA,Indiana,38.288105380044136
31021,NE,Burt,38.287797538717804
55037,WI,Florence,38.28273690644798
48485,TX,Wichita,38.27055893264945
37077,NC,Granville,38.26835728897157
22005,LA,Ascension,38.267136475732876
26073,MI,Isabella,38.261062952416616
16075,ID,Payette,38.24942407185593
17105,IL,Livingston,38.23443809305345
26123,MI,Newaygo,38.22646377169758
24043,MD,Washington,38.22045087840751
31073,NE,Gosper,38.2200242321167
17053,IL,Ford,38.21074085037948
20147,KS,Phillips,38.20052447717431
41043,OR,Linn,38.195012202483916
17107,IL,Logan,38.1840583349028
1003,AL,Baldwin,38.1804083486349
12127,FL,Volusia,38.17398551870903
40131,OK,Rogers,38.17190089306539
51019,VA,Bedford,38.154104457203886
39093,OH,Lorain,38.152139171831806
53025,WA,Grant,38.152082832611214
24015,MD,Cecil,38.14794842148984
26049,MI,Genesee,38.146989666447546
20077,KS,Harper,38.14244576315863
36037,NY,Genesee,38.13286204605773
2230,AK,Skagway,38.126265061490734
16045,ID,Gem,38.116580365091394
36115,NY,Washington,38.10829697483871
20085,KS,Jackson,38.10824217742062
51073,VA,Gloucester,38.0921591172332
17071,IL,Henderson,38.04367858295912
49055,UT,Wayne,38.036652015357156
51021,VA,Bland,38.02945100163989
28033,MS,DeSoto,38.026453813953644
39003,OH,Allen,38.013705134034296
51093,VA,Isle of Wight,38.012114977428716
48319,TX,Mason,37.99604707294652
28000,,,37.9909489894756
30091,MT,Sheridan,37.985489570503645
39017,OH,Butler,37.9694409694856
31069,NE,Garden,37.940224756408554
36107,NY,Tioga,37.93778436891609
32029,NV,Storey,37.90808518580747
20087,KS,Jefferson,37.90497448182948
20035,KS,Cowley,37.90115692903829
55053,WI,Jackson,37.887327494673166
48187,TX,Guadalupe,37.878350957748694
42103,PA,Pike,37.867057519140566
34011,NJ,Cumberland,37.849221141358726
17073,IL,Henry,37.84852096694156
37009,NC,Ashe,37.8454430388324
28087,MS,Lowndes,37.84239948970137
38043,ND,Kidder,37.839975345831085
21151,KY,Madison,37.83142411826348
13047,GA,Catoosa,37.818779391229484
55051,WI,Iron,37.813085959467415
21205,KY,Rowan,37.808640819927376
53021,WA,Franklin,37.8034185527574
13177,GA,Lee,37.788442447190725
45077,SC,Pickens,37.78422554752964
48251,TX,Johnson,37.76910059523423
41057,OR,Tillamook,37.749190645189294
20141,KS,Osborne,37.71871871504608
17195,IL,Whiteside,37.711222228302006
8111,CO,San Juan,37.70570585776541
26115,MI,Monroe,37.67296082748034
49021,UT,Iron,37.661357565662136
17109,IL,McDonough,37.65308366510547
48469,TX,Victoria,37.64722541899102
26039,MI,Crawford,37.64207899076783
13021,GA,Bibb,37.63133921821609
55075,WI,Marinette,37.6211557391762
20175,KS,Seward,37.61995840836885
18067,IN,Howard,37.60176200242716
39025,OH,Clermont,37.590015565263734
37105,NC,Lee,37.58488041897711
37137,NC,Pamlico,37.57505779999015
46021,SD,Campbell,37.56317503739231
45083,SC,Spartanburg,37.5614944260737
48301,TX,Loving,37.56120901796824
2180,AK,Nome,37.54450744619995
46111,SD,Sanborn,37.543666837808374
18123,IN,Perry,37.54162300189534
55069,WI,Lincoln,37.53485810020334
22015,LA,Bossier,37.517974996573244
37195,NC,Wilson,37.506055317155216
17083,IL,Jersey,37.49980810176627
21107,KY,Hopkins,37.48520407663074
20081,KS,Haskell,37.47525476591956
17155,IL,Putnam,37.467043006740916
19143,IA,Osceola,37.46576094121448
8087,CO,Morgan,37.4533696369539
17087,IL,Johnson,37.423339157463076
37167,NC,Stanly,37.37537865232297
51015,VA,Augusta,37.36000060030041
19177,IA,Van Buren,37.35832683183921
26057,MI,Gratiot,37.353776392943125
53019,WA,Ferry,37.34178789764461
17009,IL,Brown,37.3344684739296
38007,ND,Billings,37.330052606435814
40119,OK,Payne,37.3224516408106
17185,IL,Wabash,37.31847588937769
12101,FL,Pasco,37.315361076787944
37023,NC,Burke,37.314601694555144
51770,VA,Roanoke,37.30493393905949
48181,TX,Grayson,37.30210955890591
17129,IL,Menard,37.29496448745575
17091,IL,Kankakee,37.29442066899034
18177,IN,Wayne,37.27744929683674
9015,CT,Windham,37.276611051757165
