State,County,Year,Violent Crime,Property Crime
Georgia,Catoosa,2021,65,489
Georgia,Cherokee,2021,189,899
Georgia,Clarke,2021,0,0
Georgia,Cobb,2021,23,366
Georgia,Cobb County Police Department,2021,1330,7988
Georgia,Coweta,2021,679,895
Georgia,Crawford,2021,35,134
Georgia,Dawson,2021,52,314
Georgia,DeKalb,2021,25,0
Georgia,DeKalb County Police Department,2021,4135,14944
Georgia,Dougherty,2021,10,22
Georgia,Dougherty County Police Department,2021,32,207
Georgia,Douglas,2021,202,807
Georgia,Effingham,2021,48,292
Georgia,Fayette,2021,38,329
Georgia,Floyd,2021,5,4
Georgia,Floyd County Police Department,2021,151,769
Georgia,Forsyth,2021,136,1172
Georgia,Fulton County Police Department,2021,97,235
Georgia,Glynn,2021,0,0
Georgia,Glynn County Police Department,2021,280,1356
Georgia,Hall,2021,297,1285
Georgia,Haralson,2021,66,300
Georgia,Harris,2021,8,123
Georgia,Heard,2021,17,119
Georgia,Henry County Police Department,2021,476,2605
Georgia,Jasper,2021,55,166
Georgia,Jones,2021,60,167
Georgia,Lamar,2021,9,79
Georgia,Lanier,2021,13,108
Georgia,Lee,2021,51,447
Georgia,Long,2021,9,70
Georgia,Lowndes,2021,126,795
Georgia,Madison,2021,90,244
Georgia,Marion,2021,11,41
Georgia,McDuffie,2021,42,164
Georgia,McIntosh,2021,20,129
Georgia,Murray,2021,72,222
Georgia,Newton,2021,392,1070
Georgia,Oconee,2021,42,518
Georgia,Oglethorpe,2021,33,150
Georgia,Paulding,2021,411,1247
Georgia,Peach,2021,21,129
Georgia,Pickens,2021,54,148
Georgia,Pike,2021,15,100
Georgia,Rockdale,2021,59,17
Georgia,Spalding,2021,154,578
Georgia,Twiggs,2021,15,83
Georgia,Walton,2021,34,240
Georgia,Whitfield,2021,305,897
Georgia,Worth,2021,46,163
Georgia,Atkinson,2021,18,56
Georgia,Baldwin,2021,173,535
Georgia,Banks,2021,37,376
Georgia,Ben Hill,2021,27,155
Georgia,Berrien,2021,19,116
Georgia,Bleckley,2021,19,85
Georgia,Bulloch,2021,24,308
Georgia,Candler,2021,15,91
Georgia,Chattooga,2021,33,202
Georgia,Clay,2021,3,10
Georgia,Clinch,2021,1,33
Georgia,Coffee,2021,70,329
Georgia,Cook,2021,13,130
Georgia,Crisp,2021,32,260
Georgia,Decatur,2021,49,233
Georgia,Dodge,2021,30,170
Georgia,Early,2021,22,58
Georgia,Elbert,2021,20,102
Georgia,Fannin,2021,17,117
Georgia,Franklin,2021,40,160
Georgia,Gilmer,2021,56,233
Georgia,Glascock,2021,10,30
Georgia,Gordon,2021,74,355
Georgia,Grady,2021,29,151
Georgia,Greene,2021,25,149
Georgia,Habersham,2021,33,305
Georgia,Hancock,2021,10,57
Georgia,Hart,2021,74,206
Georgia,Irwin,2021,15,79
Georgia,Jackson,2021,77,537
Georgia,Jeff Davis,2021,23,32
Georgia,Jefferson,2021,34,116
Georgia,Jenkins,2021,11,48
Georgia,Laurens,2021,66,346
Georgia,Lumpkin,2021,46,246
Georgia,Mitchell,2021,28,198
Georgia,Pierce,2021,42,222
Georgia,Polk,2021,3,1
Georgia,Pulaski,2021,40,167
Georgia,Putnam,2021,37,159
Georgia,Rabun,2021,14,161
Georgia,Schley,2021,3,14
Georgia,Seminole,2021,19,63
Georgia,Sumter,2021,17,114
Georgia,Tattnall,2021,11,119
Georgia,Thomas,2021,59,449
Georgia,Tift,2021,138,529
Georgia,Towns,2021,10,43
Georgia,Treutlen,2021,12,40
Georgia,Troup,2021,65,436
Georgia,Turner,2021,10,48
Georgia,Union,2021,10,157
Georgia,Ware,2021,22,98
Georgia,Washington,2021,35,115
Georgia,Webster,2021,0,0
Georgia,Wheeler,2021,4,38
Georgia,White,2021,28,163
Georgia,Wilkes,2021,84,153
Georgia,Wilkinson,2021,9,26
Hawaii,Kauai Police Department,2021,212,1003
Idaho,Ada,2021,243,510
Idaho,Bannock,2021,13,73
Idaho,Boise,2021,21,51
Idaho,Bonneville,2021,130,642
Idaho,Butte,2021,5,5
Idaho,Canyon,2021,114,325
Idaho,Franklin,2021,4,22
Idaho,Gem,2021,10,23
Idaho,Jefferson,2021,24,131
Idaho,Jerome,2021,43,122
Idaho,Kootenai,2021,162,694
Idaho,Nez Perce,2021,11,46
Idaho,Power,2021,5,31
Idaho,Adams,2021,10,36
Idaho,Benewah,2021,28,77
Idaho,Bingham,2021,40,146
Idaho,Blaine,2021,10,16
Idaho,Bonner,2021,41,274
Idaho,Boundary,2021,6,30
Idaho,Caribou,2021,5,7
Idaho,Cassia,2021,37,257
Idaho,Custer,2021,9,15
Idaho,Elmore,2021,12,20
Idaho,Fremont,2021,12,44
Idaho,Gooding,2021,17,38
Idaho,Latah,2021,20,70
Idaho,Lewis,2021,9,15
Idaho,Lincoln,2021,10,38
Idaho,Madison,2021,14,13
Idaho,Minidoka,2021,13,78
Idaho,Oneida,2021,15,33
Idaho,Payette,2021,23,75
Idaho,Teton,2021,8,29
Idaho,Valley,2021,21,83
Idaho,Champaign,2021,29,244
Idaho,Henry,2021,8,56
Idaho,Jackson,2021,55,198
Idaho,Jersey,2021,6,18
Idaho,Kendall,2021,33,178
Idaho,Macon,2021,27,230
Idaho,Madison,2021,140,1038
Idaho,McLean,2021,30,186
Idaho,Sangamon,2021,157,569
Idaho,St. Clair,2021,89,363
Idaho,Tazewell,2021,21,169
Idaho,Iroquois,2021,23,135
Indiana,Allen,2021,55,619
Indiana,Bartholomew,2021,2,31
Indiana,Clark,2021,59,305
Indiana,Delaware,2021,21,198
Indiana,Elkhart,2021,20,97
Indiana,Floyd,2021,21,251
Indiana,Hamilton,2021,21,144
Indiana,Hancock,2021,52,197
Indiana,Harrison,2021,63,287
Indiana,Hendricks,2021,60,420
Indiana,Howard,2021,60,88
Indiana,Johnson,2021,20,275
Indiana,La Porte,2021,46,351
Indiana,Madison,2021,27,185
Indiana,Monroe,2021,27,451
Indiana,Porter,2021,57,195
Indiana,Posey,2021,27,127
Indiana,St. Joseph,2021,129,1107
Indiana,Tippecanoe,2021,84,397
Indiana,Vanderburgh,2021,142,361
Indiana,Vigo,2021,89,1027
Indiana,Washington,2021,46,122
Indiana,Clinton,2021,6,69
Indiana,Dubois,2021,9,62
Indiana,Fulton,2021,13,73
Indiana,Gibson,2021,26,111
Indiana,Greene,2021,16,128
Indiana,Henry,2021,11,145
Indiana,Jackson,2021,31,38
Indiana,Jennings,2021,20,137
Indiana,Kosciusko,2021,63,378
Indiana,Montgomery,2021,11,155
Indiana,Noble,2021,18,152
Indiana,Starke,2021,63,164
Indiana,Steuben,2021,18,294
Indiana,Wells,2021,2,22
Iowa,Benton,2021,20,99
Iowa,Black Hawk,2021,17,126
Iowa,Dallas,2021,66,97
Iowa,Dubuque,2021,27,146
Iowa,Grundy,2021,10,33
Iowa,Harrison,2021,10,42
Iowa,Jasper,2021,8,37
Iowa,Johnson,2021,74,201
Iowa,Jones,2021,18,45
Iowa,Linn,2021,38,159
Iowa,Mills,2021,7,98
Iowa,Polk,2021,99,814
Iowa,Pottawattamie,2021,54,197
Iowa,Scott,2021,35,137
Iowa,Story,2021,19,117
Iowa,Warren,2021,21,79
Iowa,Washington,2021,42,79
Iowa,Woodbury,2021,38,89
Iowa,Adair,2021,4,27
Iowa,Adams,2021,7,18
Iowa,Allamakee,2021,14,8
Iowa,Appanoose,2021,5,79
Iowa,Buchanan,2021,13,43
Iowa,Buena Vista,2021,13,34
Iowa,Butler,2021,7,37
Iowa,Carroll,2021,3,12
Iowa,Cass,2021,10,43
Iowa,Cedar,2021,7,25
Iowa,Cerro Gordo,2021,8,91
Iowa,Cherokee,2021,4,19
Iowa,Chickasaw,2021,13,27
Iowa,Clarke,2021,10,20
Iowa,Clay,2021,5,30
Iowa,Clinton,2021,21,129
Iowa,Crawford,2021,4,6
Iowa,Delaware,2021,10,15
Iowa,Des Moines,2021,18,97
Iowa,Emmet,2021,29,7
Iowa,Fayette,2021,30,27
Iowa,Floyd,2021,1,26
Iowa,Fremont,2021,12,61
Iowa,Hancock,2021,24,37
Iowa,Hardin,2021,19,79
Iowa,Henry,2021,17,59
Iowa,Ida,2021,8,24
Iowa,Iowa,2021,12,7
Iowa,Jackson,2021,15,74
Iowa,Jefferson,2021,3,19
Iowa,Keokuk,2021,16,51
Iowa,Kossuth,2021,11,8
Iowa,Lee,2021,27,70
Iowa,Louisa,2021,24,34
Iowa,Lucas,2021,12,77
Iowa,Lyon,2021,15,60
Iowa,Mahaska,2021,8,30
Iowa,Marion,2021,24,60
Iowa,Mitchell,2021,7,30
Iowa,Monona,2021,14,69
Iowa,Muscatine,2021,24,33
Iowa,O'Brien,2021,13,63
Iowa,Osceola,2021,22,60
Iowa,Palo Alto,2021,3,43
Iowa,Plymouth,2021,3,21
Iowa,Pocahontas,2021,5,21
Iowa,Poweshiek,2021,16,42
Iowa,Sac,2021,13,35
Iowa,Sioux,2021,17,41
Iowa,Tama,2021,39,41
Iowa,Union,2021,8,44
Iowa,Van Buren,2021,6,26
Iowa,Wapello,2021,21,73
Iowa,Wayne,2021,9,28
Iowa,Webster,2021,27,98
Iowa,Worth,2021,2,43
Iowa,Wright,2021,8,24
Kansas,Butler,2021,52,218
Kansas,Douglas,2021,50,85
Kansas,Geary,2021,8,28
Kansas,Harvey,2021,17,56
Kansas,Jackson,2021,19,84
Kansas,Jefferson,2021,39,273
Kansas,Johnson,2021,67,352
Kansas,Leavenworth,2021,38,148
Kansas,Linn,2021,7,82
Kansas,Miami,2021,33,122
Kansas,Osage,2021,21,75
Kansas,Pottawatomie,2021,37,158
Kansas,Riley County Police Department,2021,210,1171
Kansas,Sedgwick,2021,60,236
Kansas,Shawnee,2021,83,589
Kansas,Sumner,2021,24,157
Kansas,Allen,2021,12,40
Kansas,Anderson,2021,13,14
Kansas,Atchison,2021,5,61
Kansas,Barber,2021,3,19
Kansas,Barton,2021,29,101
Kansas,Bourbon,2021,18,59
Kansas,Brown,2021,4,94
Kansas,Cherokee,2021,28,171
Kansas,Cheyenne,2021,1,33
Kansas,Clark,2021,3,11
Kansas,Clay,2021,4,20
Kansas,Cowley,2021,21,130
Kansas,Crawford,2021,36,126
Kansas,Dickinson,2021,13,70
Kansas,Edwards,2021,7,13
Kansas,Ellis,2021,16,35
Kansas,Ellsworth,2021,6,40
Kansas,Finney,2021,40,173
Kansas,Ford,2021,6,59
Kansas,Franklin,2021,30,73
Kansas,Gove,2021,2,8
Kansas,Gray,2021,4,28
Kansas,Greeley,2021,6,4
Kansas,Greenwood,2021,10,84
Kansas,Hamilton,2021,6,27
Kansas,Harper,2021,1,28
Kansas,Haskell,2021,4,16
Kansas,Jewell,2021,3,9
Kansas,Kearny,2021,6,56
Kansas,Kingman,2021,4,47
Kansas,Labette,2021,5,88
Kansas,Lane,2021,2,6
Kansas,Logan,2021,3,11
Kansas,Lyon,2021,18,67
Kansas,Marion,2021,4,47
Kansas,Marshall,2021,4,20
Kansas,Mitchell,2021,4,20
Kansas,Montgomery,2021,17,141
Kansas,Morris,2021,14,19
Kansas,Morton,2021,3,9
Kansas,Nemaha,2021,4,15
Kansas,Neosho,2021,12,107
Kansas,Norton,2021,5,10
Kansas,Ottawa,2021,1,42
Kansas,Pawnee,2021,4,29
Kansas,Pratt,2021,5,15
Kansas,Republic,2021,11,29
Kansas,Rice,2021,4,39
Kansas,Rooks,2021,11,37
Kansas,Rush,2021,10,40
Kansas,Russell,2021,13,20
Kansas,Saline,2021,35,152
Kansas,Seward,2021,9,11
Kansas,Sheridan,2021,1,6
Kansas,Thomas,2021,1,28
Kansas,Trego,2021,4,6
Kansas,Washington,2021,7,16
Kansas,Woodson,2021,2,38
Kentucky,Allen,2021,10,95
Kentucky,Boone,2021,69,652
Kentucky,Bourbon,2021,8,79
Kentucky,Boyd,2021,17,190
Kentucky,Bracken,2021,4,23
Kentucky,Bullitt,2021,24,269
Kentucky,Butler,2021,7,32
Kentucky,Campbell,2021,0,0
Kentucky,Campbell County Police Department,2021,8,81
Kentucky,Carter,2021,5,32
Kentucky,Christian,2021,28,229
Kentucky,Clark,2021,7,161
Kentucky,Daviess,2021,34,372
Kentucky,Edmonson,2021,7,19
Kentucky,Fayette,2021,0,1
Kentucky,Gallatin,2021,3,11
Kentucky,Grant,2021,9,92
Kentucky,Greenup,2021,1,41
Kentucky,Hancock,2021,2,27
Kentucky,Hardin,2021,27,130
Kentucky,Henderson,2021,15,126
Kentucky,Henry,2021,1,29
Kentucky,Jefferson,2021,0,5
Kentucky,Jessamine,2021,15,203
Kentucky,Kenton,2021,0,0
Kentucky,Kenton County Police Department,2021,20,79
Kentucky,Larue,2021,7,21
Kentucky,McLean,2021,2,33
Kentucky,Meade,2021,12,73
Kentucky,Oldham,2021,2,7
Kentucky,Oldham County Police Department,2021,26,364
Kentucky,Pendleton,2021,2,40
Kentucky,Scott,2021,16,113
Kentucky,Shelby,2021,19,220
Kentucky,Spencer,2021,5,46
Kentucky,Trigg,2021,6,58
Kentucky,Warren,2021,49,603
Kentucky,Woodford,2021,0,12
Kentucky,Adair,2021,2,16
Kentucky,Anderson,2021,5,31
Kentucky,Ballard,2021,9,59
Kentucky,Barren,2021,16,156
Kentucky,Bath,2021,9,36
Kentucky,Bell,2021,10,57
Kentucky,Boyle,2021,1,9
Kentucky,Breathitt,2021,2,20
Kentucky,Breckinridge,2021,11,54
Kentucky,Caldwell,2021,5,45
Kentucky,Calloway,2021,5,182
Kentucky,Carlisle,2021,2,5
Kentucky,Carroll,2021,4,45
Kentucky,Casey,2021,4,26
Kentucky,Clay,2021,6,87
Kentucky,Clinton,2021,2,9
Kentucky,Crittenden,2021,2,27
Kentucky,Cumberland,2021,1,17
Kentucky,Elliott,2021,0,8
Kentucky,Estill,2021,7,42
Kentucky,Fleming,2021,4,18
Kentucky,Floyd,2021,2,53
Kentucky,Franklin,2021,19,195
Kentucky,Fulton,2021,1,0
Kentucky,Garrard,2021,0,0
Kentucky,Garrard County Police Department,2021,4,42
Kentucky,Graves,2021,17,188
Kentucky,Grayson,2021,9,74
Kentucky,Green,2021,1,8
Kentucky,Harlan,2021,4,42
Kentucky,Harrison,2021,2,44
Kentucky,Hart,2021,6,42
Kentucky,Hickman,2021,1,10
Kentucky,Hopkins,2021,26,201
Kentucky,Jackson,2021,6,56
Kentucky,Johnson,2021,6,42
Kentucky,Knott,2021,2,24
Kentucky,Knox,2021,7,69
Kentucky,Laurel,2021,43,425
Kentucky,Lawrence,2021,4,52
Kentucky,Lee,2021,0,22
Kentucky,Leslie,2021,2,19
Kentucky,Letcher,2021,3,7
Kentucky,Lewis,2021,0,23
Kentucky,Lincoln,2021,3,84
Kentucky,Livingston,2021,2,54
Kentucky,Logan,2021,14,67
Kentucky,Lyon,2021,5,32
Kentucky,Madison,2021,21,220
Kentucky,Magoffin,2021,1,18
Kentucky,Marion,2021,5,37
Kentucky,Marshall,2021,24,230
Kentucky,Martin,2021,4,9
Kentucky,Mason,2021,4,73
Kentucky,McCracken,2021,34,310
Kentucky,McCreary,2021,2,50
Kentucky,Menifee,2021,2,10
Kentucky,Mercer,2021,4,19
Kentucky,Metcalfe,2021,4,21
Kentucky,Monroe,2021,2,19
Kentucky,Montgomery,2021,14,201
Kentucky,Morgan,2021,3,41
Kentucky,Muhlenberg,2021,14,63
Kentucky,Nelson,2021,26,188
Kentucky,Nicholas,2021,0,6
Kentucky,Ohio,2021,12,107
Kentucky,Owen,2021,2,31
Kentucky,Owsley,2021,0,1
Kentucky,Perry,2021,13,41
Kentucky,Pike,2021,1,38
Kentucky,Powell,2021,0,4
Kentucky,Pulaski,2021,16,285
Kentucky,Robertson,2021,0,4
Kentucky,Rockcastle,2021,3,46
Kentucky,Rowan,2021,8,45
Kentucky,Russell,2021,0,10
Kentucky,Simpson,2021,8,35
Kentucky,Taylor,2021,10,179
Kentucky,Todd,2021,6,41
Kentucky,Trimble,2021,1,23
Kentucky,Union,2021,3,55
Kentucky,Washington,2021,1,11
Kentucky,Wayne,2021,6,34
Kentucky,Webster,2021,2,31
Kentucky,Whitley,2021,13,143
Kentucky,Wolfe,2021,6,19
Louisiana,Acadia,2021,0,0
Louisiana,Ascension,2021,402,1915
Louisiana,Bossier,2021,149,506
Louisiana,Caddo,2021,54,632
Louisiana,Calcasieu,2021,909,4069
Louisiana,East Baton Rouge,2021,652,5002
Louisiana,Grant,2021,64,245
Louisiana,Iberville,2021,118,204
Louisiana,Jefferson,2021,1263,7405
Louisiana,Lafayette,2021,180,628
Louisiana,Lafourche,2021,224,1490
Louisiana,Livingston,2021,504,2062
Louisiana,Morehouse,2021,28,111
Louisiana,Ouachita,2021,741,2343
Louisiana,Plaquemines,2021,68,141
Louisiana,Pointe Coupee,2021,81,208
Louisiana,Rapides,2021,381,1609
Louisiana,St. Bernard,2021,108,482
Louisiana,St. Charles,2021,150,633
Louisiana,St. Helena,2021,42,68
Louisiana,St. James,2021,107,292
Louisiana,St. John the Baptist,2021,121,777
Louisiana,St. Martin,2021,200,696
Louisiana,Tangipahoa,2021,819,1423
Louisiana,Terrebonne,2021,284,1962
Louisiana,Vermilion,2021,99,503
Louisiana,West Baton Rouge,2021,39,455
Louisiana,West Feliciana,2021,53,16
Louisiana,Beauregard,2021,46,128
Louisiana,Bienville,2021,40,169
Louisiana,Caldwell,2021,0,0
Louisiana,Catahoula,2021,21,93
Louisiana,Claiborne,2021,20,60
Louisiana,Concordia,2021,41,65
Louisiana,East Carroll,2021,25,28
Louisiana,Franklin,2021,88,201
Louisiana,Jackson,2021,15,93
Louisiana,Lincoln,2021,63,222
Louisiana,Richland,2021,59,77
Louisiana,St. Landry,2021,172,641
Louisiana,St. Mary,2021,138,410
Louisiana,Tensas,2021,0,1
Louisiana,Washington,2021,163,370
Louisiana,Webster,2021,25,159
Louisiana,West Carroll,2021,6,20
Louisiana,Winn,2021,34,40
Maine,Androscoggin,2021,20,128
Maine,Cumberland,2021,31,287
Maine,Penobscot,2021,15,349
Maine,Sagadahoc,2021,8,46
Maine,York,2021,40,266
Maine,Aroostook,2021,7,139
Maine,Franklin,2021,19,76
Maine,Hancock,2021,17,92
Maine,Kennebec,2021,26,294
Maine,Knox,2021,4,110
Maine,Lincoln,2021,27,79
Maine,Oxford,2021,35,228
Maine,Piscataquis,2021,2,74
Maine,Somerset,2021,37,291
Maine,Waldo,2021,6,101
Maine,Washington,2021,20,78
Maine,Allegany,2021,17,80
Maine,Baltimore County Police Department,2021,3333,14059
Maine,Montgomery County Police Department,2021,1630,13151
Maine,St. Mary's,2021,285,1162
Maine,Garrett,2021,15,122
Maine,Talbot,2021,26,97
Michigan,Bay,2021,46,432
Michigan,Berrien,2021,174,709
Michigan,Calhoun,2021,123,567
Michigan,Cass,2021,54,322
Michigan,Clinton,2021,21,139
Michigan,Eaton,2021,165,751
Michigan,Genesee,2021,95,351
Michigan,Ingham,2021,173,558
Michigan,Ionia,2021,4,10
Michigan,Jackson,2021,304,386
Michigan,Kalamazoo,2021,371,2333
Michigan,Kent,2021,458,2770
Michigan,Lapeer,2021,54,152
Michigan,Livingston,2021,71,359
Michigan,Macomb,2021,345,772
Michigan,Midland,2021,77,277
Michigan,Montcalm,2021,56,237
Michigan,Muskegon,2021,15,53
Michigan,Oakland,2021,16,31
Michigan,Ottawa,2021,589,1847
Michigan,Saginaw,2021,126,353
Michigan,Shiawassee,2021,19,124
Michigan,St. Clair,2021,157,497
Michigan,Washtenaw,2021,665,1247
Michigan,Wayne,2021,11,1
Michigan,Alcona,2021,11,66
Michigan,Alger,2021,3,7
Michigan,Allegan,2021,91,573
Michigan,Alpena,2021,4,27
Michigan,Antrim,2021,26,90
Michigan,Arenac,2021,32,80
Michigan,Baraga,2021,3,4
Michigan,Barry,2021,76,315
Michigan,Benzie,2021,16,46
Michigan,Branch,2021,25,161
Michigan,Charlevoix,2021,18,60
Michigan,Cheboygan,2021,19,26
Michigan,Chippewa,2021,6,6
Michigan,Clare,2021,76,387
Michigan,Crawford,2021,35,62
Michigan,Delta,2021,15,38
Michigan,Emmet,2021,42,69
Michigan,Gladwin,2021,44,129
Michigan,Gogebic,2021,11,18
Michigan,Grand Traverse,2021,191,399
Michigan,Gratiot,2021,31,228
Michigan,Hillsdale,2021,61,136
Michigan,Houghton,2021,15,53
Michigan,Huron,2021,28,76
Michigan,Iosco,2021,0,0
Michigan,Isabella,2021,54,333
Michigan,Kalkaska,2021,31,85
Michigan,Keweenaw,2021,0,14
Michigan,Leelanau,2021,24,50
Michigan,Lenawee,2021,65,184
Michigan,Luce,2021,12,55
Michigan,Mackinac,2021,15,93
Michigan,Manistee,2021,16,138
Michigan,Marquette,2021,34,122
Michigan,Mason,2021,31,104
Michigan,Mecosta,2021,13,43
Michigan,Missaukee,2021,32,112
Michigan,Montmorency,2021,6,12
Michigan,Newaygo,2021,11,43
Michigan,Oceana,2021,62,184
Michigan,Ogemaw,2021,7,84
Michigan,Ontonagon,2021,7,17
Michigan,Oscoda,2021,12,51
Michigan,Otsego,2021,7,15
Michigan,Presque Isle,2021,5,15
Michigan,Sanilac,2021,25,76
Michigan,Schoolcraft,2021,0,1
Michigan,St. Joseph,2021,81,278
Michigan,Tuscola,2021,54,121
Michigan,Van Buren,2021,102,323
Michigan,Wexford,2021,3,51
Minnesota,Anoka,2021,55,659
Minnesota,Benton,2021,10,120
Minnesota,Blue Earth,2021,30,128
Minnesota,Carlton,2021,23,168
Minnesota,Carver,2021,40,610
Minnesota,Chisago,2021,43,264
Minnesota,Clay,2021,14,75
Minnesota,Dakota,2021,14,33
Minnesota,Dodge,2021,13,124
Minnesota,Fillmore,2021,4,94
Minnesota,Hennepin,2021,36,31
Minnesota,Houston,2021,4,30
Minnesota,Isanti,2021,28,207
Minnesota,Lake,2021,5,22
Minnesota,Le Sueur,2021,3,114
Minnesota,Mille Lacs,2021,47,288
Minnesota,Nicollet,2021,6,67
Minnesota,Olmsted,2021,55,274
Minnesota,Polk,2021,18,104
Minnesota,Ramsey,2021,215,1622
Minnesota,Scott,2021,8,180
Minnesota,Sherburne,2021,28,263
Minnesota,Stearns,2021,45,244
Minnesota,St. Louis,2021,83,591
Minnesota,Wabasha,2021,3,29
Minnesota,Washington,2021,85,786
Minnesota,Wright,2021,114,742
Minnesota,Aitkin,2021,13,166
Minnesota,Becker,2021,34,109
Minnesota,Beltrami,2021,66,297
Minnesota,Big Stone,2021,2,28
Minnesota,Brown,2021,3,48
Minnesota,Cass,2021,46,312
Minnesota,Clearwater,2021,4,55
Minnesota,Cook,2021,16,41
Minnesota,Cottonwood,2021,1,10
Minnesota,Crow Wing,2021,34,193
Minnesota,Douglas,2021,17,151
Minnesota,Freeborn,2021,12,197
Minnesota,Goodhue,2021,4,144
Minnesota,Grant,2021,3,1
Minnesota,Hubbard,2021,30,137
Minnesota,Itasca,2021,55,114
Minnesota,Jackson,2021,7,22
Minnesota,Kanabec,2021,12,69
Minnesota,Kandiyohi,2021,29,201
Minnesota,Kittson,2021,2,6
Minnesota,Koochiching,2021,10,45
Minnesota,Lac qui Parle,2021,2,16
Minnesota,Lincoln,2021,5,9
Minnesota,Lyon,2021,11,41
Minnesota,Mahnomen,2021,19,46
Minnesota,Marshall,2021,11,30
Minnesota,Martin,2021,1,6
Minnesota,McLeod,2021,18,75
Minnesota,Meeker,2021,24,119
Minnesota,Morrison,2021,32,238
Minnesota,Mower,2021,14,138
Minnesota,Murray,2021,1,10
Minnesota,Nobles,2021,5,22
Minnesota,Norman,2021,2,52
Minnesota,Otter Tail,2021,18,148
Minnesota,Pennington,2021,3,40
Minnesota,Pine,2021,90,539
Minnesota,Pipestone,2021,13,32
Minnesota,Pope,2021,3,39
Minnesota,Redwood,2021,14,63
Minnesota,Renville,2021,7,86
Minnesota,Rice,2021,22,124
Minnesota,Rock,2021,6,45
Minnesota,Roseau,2021,7,37
Minnesota,Sibley,2021,5,15
Minnesota,Steele,2021,6,61
Minnesota,Stevens,2021,7,9
Minnesota,Swift,2021,1,1
Minnesota,Todd,2021,22,116
Minnesota,Traverse,2021,2,25
Minnesota,Waseca,2021,11,129
Minnesota,Watonwan,2021,7,32
Minnesota,Wilkin,2021,2,16
Minnesota,Winona,2021,19,99
Minnesota,Yellow Medicine,2021,4,44
Mississippi,DeSoto,2021,51,286
Mississippi,Forrest,2021,51,328
Mississippi,Hancock,2021,25,466
Mississippi,Harrison,2021,52,797
Mississippi,Lamar,2021,59,526
Mississippi,Madison,2021,104,174
Mississippi,Stone,2021,17,107
Mississippi,Tate,2021,21,151
Mississippi,Tunica,2021,67,436
Mississippi,Alcorn,2021,10,263
Mississippi,Amite,2021,9,24
Mississippi,Attala,2021,11,129
Mississippi,Bolivar,2021,46,219
Mississippi,Calhoun,2021,14,36
Mississippi,Chickasaw,2021,11,23
Mississippi,Choctaw,2021,27,62
Mississippi,Claiborne,2021,24,42
Mississippi,Clay,2021,17,77
Mississippi,Coahoma,2021,4,22
Mississippi,George,2021,37,319
Mississippi,Grenada,2021,46,189
Mississippi,Jasper,2021,19,60
Mississippi,Jefferson,2021,9,17
Mississippi,Kemper,2021,9,15
Mississippi,Lafayette,2021,21,157
Mississippi,Leake,2021,56,155
Mississippi,Lee,2021,91,611
Mississippi,Lincoln,2021,39,247
Mississippi,Lowndes,2021,55,537
Mississippi,Marion,2021,45,176
Mississippi,Monroe,2021,61,105
Mississippi,Neshoba,2021,24,100
Mississippi,Noxubee,2021,22,35
Mississippi,Oktibbeha,2021,63,383
Mississippi,Pike,2021,57,300
Mississippi,Pontotoc,2021,71,146
Mississippi,Prentiss,2021,23,116
Mississippi,Smith,2021,6,67
Mississippi,Sunflower,2021,6,72
Mississippi,Tallahatchie,2021,28,96
Mississippi,Tishomingo,2021,28,128
Mississippi,Union,2021,26,162
Mississippi,Wayne,2021,15,103
Mississippi,Webster,2021,8,30
Mississippi,Winston,2021,22,76
Missouri,Andrew,2021,15,131
Missouri,Bollinger,2021,74,67
Missouri,Boone,2021,98,608
Missouri,Buchanan,2021,23,148
Missouri,Caldwell,2021,6,42
Missouri,Callaway,2021,70,256
Missouri,Cape Girardeau,2021,64,209
Missouri,Clay,2021,34,175
Missouri,Clinton,2021,18,84
Missouri,Cole,2021,33,205
Missouri,Cooper,2021,11,25
Missouri,Franklin,2021,49,304
Missouri,Greene,2021,144,926
Missouri,Jackson,2021,130,382
Missouri,Jasper,2021,49,482
Missouri,Jefferson,2021,525,2059
Missouri,Lincoln,2021,428,236
Missouri,Newton,2021,116,585
Missouri,Polk,2021,99,263
Missouri,St. Charles,2021,2,1
Missouri,St. Charles County Police Department,2021,117,460
Missouri,St. Louis County Police Department,2021,1995,7861
Missouri,Warren,2021,43,210
Missouri,Webster,2021,63,208
Missouri,Adair,2021,5,63
Missouri,Audrain,2021,44,123
Missouri,Barry,2021,64,248
Missouri,Benton,2021,27,155
Missouri,Butler,2021,71,505
Missouri,Carter,2021,33,47
Missouri,Chariton,2021,2,42
Missouri,Clark,2021,4,93
Missouri,Crawford,2021,33,64
Missouri,Dade,2021,45,96
Missouri,Daviess,2021,12,9
Missouri,Dent,2021,24,87
Missouri,Douglas,2021,15,24
Missouri,Dunklin,2021,22,82
Missouri,Grundy,2021,6,10
Missouri,Henry,2021,97,410
Missouri,Holt,2021,6,41
Missouri,Howell,2021,64,272
Missouri,Johnson,2021,21,238
Missouri,Laclede,2021,54,294
Missouri,Lawrence,2021,60,232
Missouri,Lewis,2021,0,35
Missouri,Linn,2021,17,29
Missouri,Livingston,2021,5,41
Missouri,Macon,2021,5,68
Missouri,Madison,2021,10,97
Missouri,Maries,2021,10,54
Missouri,McDonald,2021,119,189
Missouri,Mississippi,2021,7,41
Missouri,Monroe,2021,30,36
Missouri,Montgomery,2021,14,49
