FIPS_5digit,State,County,Housing Score
29089,MO,Howard County,88.61737290786449
26005,MI,Allegan County,88.61193131175557
29053,MO,Cooper County,88.6068220888212
47129,TN,Morgan County,88.60595201723348
18059,IN,Hancock County,88.59659510955564
26013,MI,Baraga County,88.59384592505049
27097,MN,Morrison County,88.58971988791525
13011,GA,Banks County,88.58860125842374
5007,AR,Benton County,88.58825366467813
1103,AL,Morgan County,88.58602824530747
29145,MO,Newton County,88.58414319050702
37193,NC,Wilkes County,88.58156921566612
39063,OH,Hancock County,88.58107341046491
47091,TN,Johnson County,88.578827170077
29111,MO,Lewis County,88.57726182991766
1123,AL,Tallapoosa County,88.57459179486219
2060,AK,Bristol Bay Borough,88.5682730354194
22049,LA,Jackson Parish,88.56365140758312
26131,MI,Ontonagon County,88.56269280749142
17175,IL,Stark County,88.55791533675931
51019,VA,Bedford County,88.55047999258507
51167,VA,Russell County,88.54000884940432
46053,SD,Gregory County,88.53225833384073
48119,TX,Delta County,88.53038538377001
46125,SD,Turner County,88.52661339577679
5109,AR,Pike County,88.5222757774611
38057,ND,Mercer County,88.51924596016985
47051,TN,Franklin County,88.51076039378609
47123,TN,Monroe County,88.49889333996737
27041,MN,Douglas County,88.48347354891824
46011,SD,Brookings County,88.47141556543804
29101,MO,Johnson County,88.4699962116339
54079,WV,Putnam County,88.46865667913461
29043,MO,Christian County,88.46649957648302
18027,IN,Daviess County,88.45924507599373
54035,WV,Jackson County,88.45313244054591
29079,MO,Grundy County,88.45260026454365
48093,TX,Comanche County,88.45084961475536
27111,MN,Otter Tail County,88.41668568246153
19033,IA,Cerro Gordo County,88.4106415124668
47143,TN,Rhea County,88.40901189359046
28095,MS,Monroe County,88.39462641601686
21033,KY,Caldwell County,88.39092054306195
55131,WI,Washington County,88.38293903031168
48159,TX,Franklin County,88.3775739525479
17103,IL,Lee County,88.37453976181169
13145,GA,Harris County,88.37206026614625
5103,AR,Ouachita County,88.37132433653775
47055,TN,Giles County,88.35816483350335
5047,AR,Franklin County,88.35279900226385
27047,MN,Freeborn County,88.34993487452935
19063,IA,Emmet County,88.34445104003714
19177,IA,Van Buren County,88.34035804110928
42107,PA,Schuylkill County,88.33001776227778
40147,OK,Washington County,88.3293051337076
55045,WI,Green County,88.32374554627556
46077,SD,Kingsbury County,88.31636153560174
5111,AR,Poinsett County,88.31138921751113
39165,OH,Warren County,88.31119183478047
55049,WI,Iowa County,88.31070340620214
51197,VA,Wythe County,88.30707832247771
48059,TX,Callahan County,88.30005970494514
49027,UT,Millard County,88.29737294969829
40073,OK,Kingfisher County,88.28908150098249
20077,KS,Harper County,88.28037409176136
30055,MT,McCone County,88.27588023090675
30095,MT,Stillwater County,88.26627100396472
31083,NE,Harlan County,88.26530601216429
32017,NV,Lincoln County,88.26372118006041
26037,MI,Clinton County,88.25040029989776
29221,MO,Washington County,88.24737912766669
40011,OK,Blaine County,88.22382925447842
48483,TX,Wheeler County,88.22143428963679
19073,IA,Greene County,88.2122761682535
18181,IN,White County,88.20252081106017
47137,TN,Pickett County,88.19845172341138
55011,WI,Buffalo County,88.19728418733325
28013,MS,Calhoun County,88.19437463757262
26057,MI,Gratiot County,88.19299344433998
29123,MO,Madison County,88.18303989813812
42005,PA,Armstrong County,88.14566224575557
51089,VA,Henry County,88.14190607787418
39143,OH,Sandusky County,88.13756288277956
55097,WI,Portage County,88.11680172512342
55073,WI,Marathon County,88.11652886773219
12125,FL,Union County,88.11474586036155
18079,IN,Jennings County,88.10759462723283
54005,WV,Boone County,88.1013754840935
19171,IA,Tama County,88.08202874509968
22053,LA,Jefferson Davis Parish,88.0791517438034
55135,WI,Waupaca County,88.07566443356512
29127,MO,Marion County,88.06716706949624
18085,IN,Kosciusko County,88.05253486705023
29065,MO,Dent County,88.0501313030764
17013,IL,Calhoun County,88.04712869983491
55077,WI,Marquette County,88.02860478402346
17141,IL,Ogle County,88.02175705396405
19121,IA,Madison County,88.02151834510808
42009,PA,Bedford County,88.02034799294678
37123,NC,Montgomery County,88.01815564424749
54029,WV,Hancock County,88.01551936046042
13001,GA,Appling County,88.01128790350329
18129,IN,Posey County,88.00558496107935
21137,KY,Lincoln County,87.99246427871323
31177,NE,Washington County,87.99230524339431
1045,AL,Dale County,87.99051554060671
40153,OK,Woodward County,87.96292548838716
51161,VA,Roanoke County,87.96022415767595
31041,NE,Custer County,87.95884456191669
40123,OK,Pontotoc County,87.94823370054667
28127,MS,Simpson County,87.94261743529437
13259,GA,Stewart County,87.94179476242984
56019,WY,Johnson County,87.93784344710052
26113,MI,Missaukee County,87.93615605432986
12123,FL,Taylor County,87.92762734574849
16031,ID,Cassia County,87.92315488105645
20003,KS,Anderson County,87.91985263291384
56031,WY,Platte County,87.90950710352382
18057,IN,Hamilton County,87.90647852960076
29055,MO,Crawford County,87.90008962137723
48343,TX,Morris County,87.8849306920803
27045,MN,Fillmore County,87.88092924494248
39015,OH,Brown County,87.87157021504092
37027,NC,Caldwell County,87.86747342154328
27107,MN,Norman County,87.86648647461084
55119,WI,Taylor County,87.86541901527396
17149,IL,Pike County,87.86467726500497
18077,IN,Jefferson County,87.86217441669478
46123,SD,Tripp County,87.85851213902139
47053,TN,Gibson County,87.85400338659538
17075,IL,Iroquois County,87.84454890878139
13073,GA,Columbia County,87.84314944454871
37035,NC,Catawba County,87.83428209688594
28041,MS,Greene County,87.83080130808253
1039,AL,Covington County,87.82024202703215
5145,AR,White County,87.81846501269344
42119,PA,Union County,87.81193135580511
1043,AL,Cullman County,87.79907900830864
40049,OK,Garvin County,87.79559861886983
21079,KY,Garrard County,87.79039852665801
20149,KS,Pottawatomie County,87.7902849674603
31145,NE,Red Willow County,87.78742563803837
51063,VA,Floyd County,87.78287725171006
30039,MT,Granite County,87.77549130484563
19107,IA,Keokuk County,87.7585328217261
1071,AL,Jackson County,87.75707612106608
39077,OH,Huron County,87.75031181211173
38041,ND,Hettinger County,87.74942793452962
27023,MN,Chippewa County,87.74525915388229
26151,MI,Sanilac County,87.73539092698552
17105,IL,Livingston County,87.72957486704749
42053,PA,Forest County,87.72784546180868
47079,TN,Henry County,87.72761814268456
51067,VA,Franklin County,87.71580639786544
19185,IA,Wayne County,87.70569432514627
1099,AL,Monroe County,87.70181570384918
19187,IA,Webster County,87.6891055460898
28037,MS,Franklin County,87.67757497377639
42087,PA,Mifflin County,87.6736186623056
39083,OH,Knox County,87.67091887847523
29209,MO,Stone County,87.66736673497044
40117,OK,Pawnee County,87.656857166155
55047,WI,Green Lake County,87.65615286294499
51011,VA,Appomattox County,87.6548010951834
39029,OH,Columbiana County,87.64468234882182
29109,MO,Lawrence County,87.64293846748951
29211,MO,Sullivan County,87.64159468418674
48103,TX,Crane County,87.63529532147479
28061,MS,Jasper County,87.6245266308252
17011,IL,Bureau County,87.62226542055504
37171,NC,Surry County,87.62197969067164
16063,ID,Lincoln County,87.61738460677306
5125,AR,Saline County,87.6121077479359
46079,SD,Lake County,87.60809692546022
20105,KS,Lincoln County,87.60480359836565
20153,KS,Rawlins County,87.60170466627987
1107,AL,Pickens County,87.59332172032295
42015,PA,Bradford County,87.59097535166339
47101,TN,Lewis County,87.57683098253408
29081,MO,Harrison County,87.57349999484836
40099,OK,Murray County,87.56729676148495
55043,WI,Grant County,87.56498186718134
39005,OH,Ashland County,87.55660201874016
29217,MO,Vernon County,87.53227163844724
39057,OH,Greene County,87.5322643311135
19145,IA,Page County,87.52649302168476
39103,OH,Medina County,87.51261668071814
27143,MN,Sibley County,87.50699299643364
47073,TN,Hawkins County,87.50663717194126
21087,KY,Green County,87.50251431154351
39159,OH,Union County,87.49726883035999
51031,VA,Campbell County,87.49407106584131
30043,MT,Jefferson County,87.48736786030086
47117,TN,Marshall County,87.48207541376472
48089,TX,Colorado County,87.47652367447769
18115,IN,Ohio County,87.47021781189254
55085,WI,Oneida County,87.46411147284856
21081,KY,Grant County,87.46070484994493
29103,MO,Knox County,87.45718427459491
21163,KY,Meade County,87.45383918724437
27081,MN,Lincoln County,87.45340605105316
18101,IN,Martin County,87.45138714239226
26009,MI,Antrim County,87.44056358776068
39055,OH,Geauga County,87.43940603163188
22023,LA,Cameron Parish,87.43005526087346
47185,TN,White County,87.42852612954825
51173,VA,Smyth County,87.42714428789112
1025,AL,Clarke County,87.42577648621533
39127,OH,Perry County,87.42277991982377
47083,TN,Houston County,87.4132082500508
1041,AL,Crenshaw County,87.41119127471457
49029,UT,Morgan County,87.40506050759892
42105,PA,Potter County,87.39452013750964
26149,MI,St. Joseph County,87.39426210947626
21069,KY,Fleming County,87.39236711634635
55019,WI,Clark County,87.39198770369575
13267,GA,Tattnall County,87.39058820639787
39169,OH,Wayne County,87.3866004291675
47107,TN,McMinn County,87.3827809833234
5115,AR,Pope County,87.37704619939745
38037,ND,Grant County,87.34989940011953
26105,MI,Mason County,87.3444128524234
38059,ND,Morton County,87.33745100400284
47027,TN,Clay County,87.33684354353868
13311,GA,White County,87.3333580026736
48149,TX,Fayette County,87.33114950315718
19113,IA,Linn County,87.32995563640686
21043,KY,Carter County,87.32928025804425
5085,AR,Lonoke County,87.32869989901074
37057,NC,Davidson County,87.32279287493581
38025,ND,Dunn County,87.31970980334951
18055,IN,Greene County,87.31948762823782
35033,NM,Mora County,87.31748420731071
42085,PA,Mercer County,87.31207030186218
20015,KS,Butler County,87.30146094614527
13171,GA,Lamar County,87.30044117853336
54105,WV,Wirt County,87.30006470582742
19111,IA,Lee County,87.29345570999189
17179,IL,Tazewell County,87.29098683668688
48295,TX,Lipscomb County,87.28172497832202
13301,GA,Warren County,87.27665904075344
13167,GA,Johnson County,87.27609512557997
21209,KY,Scott County,87.27440344187524
55137,WI,Waushara County,87.26271471989918
56015,WY,Goshen County,87.25571136638757
40085,OK,Love County,87.25298427071115
13157,GA,Jackson County,87.25096047948954
40083,OK,Logan County,87.24531549056957
26041,MI,Delta County,87.24291602771193
48161,TX,Freestone County,87.22936667854775
47121,TN,Meigs County,87.22791688774416
26001,MI,Alcona County,87.22751831046642
29039,MO,Cedar County,87.22661671130591
48447,TX,Throckmorton County,87.22383522973045
54089,WV,Summers County,87.21792783021789
54045,WV,Logan County,87.20775809912055
55005,WI,Barron County,87.20080066377304
21089,KY,Greenup County,87.19256884484685
47017,TN,Carroll County,87.18752266999819
27011,MN,Big Stone County,87.18453533507598
2275,AK,Wrangell City and Borough,87.1804101042371
54033,WV,Harrison County,87.17416969959406
18083,IN,Knox County,87.17238530229152
28145,MS,Union County,87.16518500906861
48267,TX,Kimble County,87.16125594122248
27135,MN,Roseau County,87.15521670952103
48317,TX,Martin County,87.15076177723368
40071,OK,Kay County,87.14835256034561
18029,IN,Dearborn County,87.12824440812925
38001,ND,Adams County,87.12164566552491
18063,IN,Hendricks County,87.1190166393419
18001,IN,Adams County,87.11853497978073
38015,ND,Burleigh County,87.09100275212948
48359,TX,Oldham County,87.09040713684671
41063,OR,Wallowa County,87.0832330952674
13183,GA,Long County,87.07798593703667
45001,SC,Abbeville County,87.0772223840937
13019,GA,Berrien County,87.06337400719963
42097,PA,Northumberland County,87.05112222479931
30099,MT,Teton County,87.04692229866487
48379,TX,Rains County,87.04093568248597
5001,AR,Arkansas County,87.03628501916795
17083,IL,Jersey County,87.02761966841592
37039,NC,Cherokee County,87.01884731394985
40067,OK,Jefferson County,87.01102754356033
17185,IL,Wabash County,87.00986409194935
31061,NE,Franklin County,87.00980498631657
19043,IA,Clayton County,86.98777934949638
47089,TN,Jefferson County,86.97934824647307
46013,SD,Brown County,86.9726236693361
28063,MS,Jefferson County,86.96898899898692
20059,KS,Franklin County,86.96585922855517
55139,WI,Winnebago County,86.96205922007037
20027,KS,Clay County,86.95658077120802
55023,WI,Crawford County,86.95201420527808
21239,KY,Woodford County,86.94660384527613
40069,OK,Johnston County,86.94302978788517
39041,OH,Delaware County,86.94245569964532
39111,OH,Monroe County,86.94169768167629
54051,WV,Marshall County,86.94073280876664
55041,WI,Forest County,86.93826412669318
56007,WY,Carbon County,86.9331486620102
26083,MI,Keweenaw County,86.91823978074139
31119,NE,Madison County,86.9041666925108
40105,OK,Nowata County,86.90004419076345
55051,WI,Iron County,86.8981484639859
38077,ND,Richland County,86.8966533168429
31161,NE,Sheridan County,86.89636278558005
47133,TN,Overton County,86.88368927134768
39109,OH,Miami County,86.86965124166626
27055,MN,Houston County,86.86876282229663
20035,KS,Cowley County,86.86338365920075
30037,MT,Golden Valley County,86.85993512733755
18025,IN,Crawford County,86.85744701857082
29119,MO,McDonald County,86.85573735422463
40075,OK,Kiowa County,86.85443492421332
40057,OK,Harmon County,86.84823460331458
21219,KY,Todd County,86.84348515019684
31005,NE,Arthur County,86.84299847884591
17027,IL,Clinton County,86.84278235153671
5065,AR,Izard County,86.837599716322
21107,KY,Hopkins County,86.81051707822579
28153,MS,Wayne County,86.80952315798656
48435,TX,Sutton County,86.8065987346157
21015,KY,Boone County,86.800580061509
31137,NE,Phelps County,86.79372418000678
22123,LA,West Carroll Parish,86.79259994823256
54043,WV,Lincoln County,86.78629552097007
53043,WA,Lincoln County,86.78600788021778
55111,WI,Sauk County,86.78335658889246
47145,TN,Roane County,86.77934719771112
21181,KY,Nicholas County,86.7742506407078
37167,NC,Stanly County,86.76600771398319
19059,IA,Dickinson County,86.76451289817706
18043,IN,Floyd County,86.73395754312769
1053,AL,Escambia County,86.72873096512853
27113,MN,Pennington County,86.72169946029186
31093,NE,Howard County,86.71734530205966
29137,MO,Monroe County,86.69612638006596
42021,PA,Cambria County,86.69496431845997
17001,IL,Adams County,86.6884176808589
48087,TX,Collingsworth County,86.67484709157729
27077,MN,Lake of the Woods County,86.6728372234515
21193,KY,Perry County,86.66897386663243
31133,NE,Pawnee County,86.65590381948903
21109,KY,Jackson County,86.65519137102136
19065,IA,Fayette County,86.65330916130053
55125,WI,Vilas County,86.64758637512999
56037,WY,Sweetwater County,86.63419635995217
5089,AR,Marion County,86.62980709469626
26027,MI,Cass County,86.62864539083417
13137,GA,Habersham County,86.62709715951581
18067,IN,Howard County,86.62297352555339
28003,MS,Alcorn County,86.62010484277258
18153,IN,Sullivan County,86.61331150282516
42039,PA,Crawford County,86.6131371350184
27049,MN,Goodhue County,86.58957399223212
40005,OK,Atoka County,86.5810355541987
47151,TN,Scott County,86.57774459075647
1105,AL,Perry County,86.57338757496511
40137,OK,Stephens County,86.57046216121617
17053,IL,Ford County,86.55803009272759
40029,OK,Coal County,86.54637878907211
21085,KY,Grayson County,86.54251883262805
39151,OH,Stark County,86.52057079582364
47061,TN,Grundy County,86.51739990626224
27147,MN,Steele County,86.50890261559105
17177,IL,Stephenson County,86.50552489429816
54099,WV,Wayne County,86.49940765395296
21207,KY,Russell County,86.48497362098493
54041,WV,Lewis County,86.47506688644023
16077,ID,Power County,86.46879987914157
48399,TX,Runnels County,86.46686398006773
29187,MO,St. Francois County,86.46608373350762
51159,VA,Richmond County,86.46234265401105
42033,PA,Clearfield County,86.45759739272626
31123,NE,Morrill County,86.4558072413824
18139,IN,Rush County,86.44886532204
20137,KS,Norton County,86.44333870893284
18175,IN,Washington County,86.43442200944541
26133,MI,Osceola County,86.43091164312372
31065,NE,Furnas County,86.4283837097398
5011,AR,Bradley County,86.41483564686769
1083,AL,Limestone County,86.41044422728723
39031,OH,Coshocton County,86.3966776012062
27079,MN,Le Sueur County,86.39064494737742
5129,AR,Searcy County,86.38315511682003
56029,WY,Park County,86.38083634193225
27157,MN,Wabasha County,86.38016538687417
1013,AL,Butler County,86.37988963825826
48503,TX,Young County,86.37027145465427
21091,KY,Hancock County,86.36773959779295
27153,MN,Todd County,86.36482027262574
40095,OK,Marshall County,86.3631728537572
55095,WI,Polk County,86.3617373525384
39115,OH,Morgan County,86.3615344730872
1127,AL,Walker County,86.35950843769535
13239,GA,Quitman County,86.35675467377322
22081,LA,Red River Parish,86.35475896894461
48195,TX,Hansford County,86.34865710242173
45065,SC,McCormick County,86.34668128773517
19127,IA,Marshall County,86.34645662412953
17121,IL,Marion County,86.34520701050947
27083,MN,Lyon County,86.33406299088772
26101,MI,Manistee County,86.32814745341905
26069,MI,Iosco County,86.32693443754441
54109,WV,Wyoming County,86.32654625213725
40131,OK,Rogers County,86.3183270271734
56005,WY,Campbell County,86.31754027057659
31029,NE,Chase County,86.31442435903871
47045,TN,Dyer County,86.31304473111368
21001,KY,Adair County,86.31165851422516
21155,KY,Marion County,86.30368080903267
46099,SD,Minnehaha County,86.29659146279974
40089,OK,McCurtain County,86.29383660593757
29159,MO,Pettis County,86.28817747100156
47163,TN,Sullivan County,86.28671746424416
12059,FL,Holmes County,86.28235574543291
20079,KS,Harvey County,86.28151696417689
49001,UT,Beaver County,86.27615892644307
47025,TN,Claiborne County,86.27594846566176
20049,KS,Elk County,86.26346267329532
21203,KY,Rockcastle County,86.2621063240224
21173,KY,Montgomery County,86.2583653106643
16061,ID,Lewis County,86.2436874528277
18049,IN,Fulton County,86.2397148112007
51017,VA,Bath County,86.23769275813457
48237,TX,Jack County,86.22850691212105
47023,TN,Chester County,86.2180221944038
26067,MI,Ionia County,86.21772824167117
19163,IA,Scott County,86.20303557367549
21041,KY,Carroll County,86.18944851143266
55099,WI,Price County,86.18055654583996
31053,NE,Dodge County,86.1749882266489
54049,WV,Marion County,86.16550001007492
40097,OK,Mayes County,86.16543888776539
19129,IA,Mills County,86.1617717801304
39027,OH,Clinton County,86.15077799511599
53023,WA,Garfield County,86.14331595698084
39081,OH,Jefferson County,86.13952074480896
5133,AR,Sevier County,86.13317968297545
13007,GA,Baker County,86.13159758780681
19045,IA,Clinton County,86.12144822706621
29099,MO,Jefferson County,86.10749772938628
55103,WI,Richland County,86.10604789694776
5141,AR,Van Buren County,86.09780086349203
55007,WI,Bayfield County,86.08929220970299
47077,TN,Henderson County,86.08592366308827
22007,LA,Assumption Parish,86.07926205006865
54019,WV,Fayette County,86.07782044048018
1115,AL,St. Clair County,86.06784203928342
55123,WI,Vernon County,86.06429567468788
26165,MI,Wexford County,86.0605381800722
42073,PA,Lawrence County,86.05194444355936
45021,SC,Cherokee County,86.03948734956052
51025,VA,Brunswick County,86.03850950982074
48079,TX,Cochran County,86.03597307352973
55017,WI,Chippewa County,86.02906243557702
49003,UT,Box Elder County,86.02420206687297
40087,OK,McClain County,86.01261445724316
16047,ID,Gooding County,86.00537567508165
40061,OK,Haskell County,86.00281721827827
18011,IN,Boone County,86.00027099552652
51181,VA,Surry County,85.99591302543948
21133,KY,Letcher County,85.98789375950784
55057,WI,Juneau County,85.98590869189042
8103,CO,Rio Blanco County,85.98527326649136
18121,IN,Parke County,85.98154942843632
39053,OH,Gallia County,85.97568138494428
51640,VA,Galax city,85.97522957625202
55055,WI,Jefferson County,85.97046662450072
36049,NY,Lewis County,85.96876143013363
21171,KY,Monroe County,85.95339473023749
1031,AL,Coffee County,85.93765821223629
19039,IA,Clarke County,85.93706934716187
35019,NM,Guadalupe County,85.93061543390397
30069,MT,Petroleum County,85.92957297420432
26095,MI,Luce County,85.92012009079427
31091,NE,Hooker County,85.909970273996
29173,MO,Ralls County,85.90970566713396
30077,MT,Powell County,85.9048722249241
47007,TN,Bledsoe County,85.90380613845696
13177,GA,Lee County,85.90328856672903
55027,WI,Dodge County,85.89274295530706
26155,MI,Shiawassee County,85.88818716543032
17193,IL,White County,85.8868449883731
29009,MO,Barry County,85.88525229499027
47087,TN,Jackson County,85.88483194929657
40079,OK,Le Flore County,85.88286401654028
1051,AL,Elmore County,85.87924818074447
28161,MS,Yalobusha County,85.85705928181002
27057,MN,Hubbard County,85.85679390431056
31153,NE,Sarpy County,85.84935052893687
29011,MO,Barton County,85.84765248841332
48211,TX,Hemphill County,85.84682547579574
20021,KS,Cherokee County,85.83579462790689
21151,KY,Madison County,85.82400932868651
29143,MO,New Madrid County,85.82278393454573
54055,WV,Mercer County,85.81404728781668
55021,WI,Columbia County,85.81064750771047
17191,IL,Wayne County,85.80632302189152
26023,MI,Branch County,85.79297369329399
31013,NE,Box Butte County,85.79214986602217
5061,AR,Howard County,85.78926426322595
26015,MI,Barry County,85.78666830875262
21083,KY,Graves County,85.78461732388811
38105,ND,Williams County,85.76980348086467
30097,MT,Sweet Grass County,85.76117285143013
51145,VA,Powhatan County,85.75819597878323
37011,NC,Avery County,85.7564227361391
51103,VA,Lancaster County,85.75326005585795
5057,AR,Hempstead County,85.75063221851482
48077,TX,Clay County,85.74560468081026
47071,TN,Hardin County,85.74023179444498
31121,NE,Merrick County,85.73702171383519
17165,IL,Saline County,85.73409482111077
47099,TN,Lawrence County,85.73394483480472
48297,TX,Live Oak County,85.72878261984617
45073,SC,Oconee County,85.72771048594629
39139,OH,Richland County,85.72394035632541
5087,AR,Madison County,85.71542844908267
48403,TX,Sabine County,85.70279571475027
5059,AR,Hot Spring County,85.68346362254773
21127,KY,Lawrence County,85.68221635628959
20155,KS,Reno County,85.6749118617264
47031,TN,Coffee County,85.67288900643618
36107,NY,Tioga County,85.6660395046223
28005,MS,Amite County,85.64885109304909
29067,MO,Douglas County,85.64828749180683
20011,KS,Bourbon County,85.64220999376494
49047,UT,Uintah County,85.63943838666542
42031,PA,Clarion County,85.62737504516078
48153,TX,Floyd County,85.62733013802128
51051,VA,Dickenson County,85.62411681008452
27031,MN,Cook County,85.62179993023871
21097,KY,Harrison County,85.6214090056073
51015,VA,Augusta County,85.6156515366223
26127,MI,Oceana County,85.61415897370611
29093,MO,Iron County,85.61224351978481
42117,PA,Tioga County,85.61170384678118
21125,KY,Laurel County,85.60014677339285
40017,OK,Canadian County,85.5891616565629
8057,CO,Jackson County,85.58911509005719
1021,AL,Chilton County,85.58808176908227
51113,VA,Madison County,85.57911027219686
26031,MI,Cheboygan County,85.57574727428064
29001,MO,Adair County,85.57132612446476
29215,MO,Texas County,85.57054750728875
29029,MO,Camden County,85.56624411806712
35007,NM,Colfax County,85.5603166364759
39003,OH,Allen County,85.55312966071173
5063,AR,Independence County,85.55164292006765
48285,TX,Lavaca County,85.54444650567915
21093,KY,Hardin County,85.5204624143235
26003,MI,Alger County,85.5082119491531
27005,MN,Becker County,85.48035105450116
12003,FL,Baker County,85.47076563538262
26123,MI,Newaygo County,85.46825346644907
13129,GA,Gordon County,85.4602540165036
48467,TX,Van Zandt County,85.45726597966615
40145,OK,Wagoner County,85.45307414259648
31167,NE,Stanton County,85.44728939380985
47177,TN,Warren County,85.44273639627616
27067,MN,Kandiyohi County,85.44229944295624
29167,MO,Polk County,85.441862859939
13197,GA,Marion County,85.43310003635558
51155,VA,Pulaski County,85.43306028612643
12133,FL,Washington County,85.4190847818724
13079,GA,Crawford County,85.4085566592613
39001,OH,Adams County,85.40555091274389
28055,MS,Issaquena County,85.40471097125948
38023,ND,Divide County,85.40166743896509
55009,WI,Brown County,85.38966413217204
1077,AL,Lauderdale County,85.38281004983395
42115,PA,Susquehanna County,85.36017700605146
51165,VA,Rockingham County,85.35432680454694
48217,TX,Hill County,85.35109883075044
28135,MS,Tallahatchie County,85.35101971639386
39047,OH,Fayette County,85.34397420144097
16039,ID,Elmore County,85.33149869622397
36003,NY,Allegany County,85.32774497705532
51195,VA,Wise County,85.31355787535715
26059,MI,Hillsdale County,85.307154586755
28079,MS,Leake County,85.30452969393896
48241,TX,Jasper County,85.3011782207964
39085,OH,Lake County,85.29573956331126
21045,KY,Casey County,85.29545678301533
55003,WI,Ashland County,85.29092845790738
13107,GA,Emanuel County,85.28796737243268
19029,IA,Cass County,85.28515322646743
5005,AR,Baxter County,85.27705239803961
48193,TX,Hamilton County,85.27508920232596
42063,PA,Indiana County,85.27453755092618
13055,GA,Chattooga County,85.26775941249029
29181,MO,Ripley County,85.26438852385462
26053,MI,Gogebic County,85.2593878778143
38069,ND,Pierce County,85.24232991791317
29201,MO,Scott County,85.23523444132617
21099,KY,Hart County,85.2339688897513
26079,MI,Kalkaska County,85.2313502621554
31105,NE,Kimball County,85.20927182046985
37023,NC,Burke County,85.20683254971547
17115,IL,Macon County,85.20163115280569
12129,FL,Wakulla County,85.19912740597307
27159,MN,Wadena County,85.19672945323272
26093,MI,Livingston County,85.19602072396107
36017,NY,Chenango County,85.19405589934682
5067,AR,Jackson County,85.18534066805243
37109,NC,Lincoln County,85.18082888803983
29219,MO,Warren County,85.1808228615377
20167,KS,Russell County,85.1699268369025
40151,OK,Woods County,85.1528495999432
5093,AR,Mississippi County,85.1470891302354
29069,MO,Dunklin County,85.14341772189943
21211,KY,Shelby County,85.14248504402211
31071,NE,Garfield County,85.13312220909724
20133,KS,Neosho County,85.13047203669365
1033,AL,Colbert County,85.12749926474349
29147,MO,Nodaway County,85.12668238015853
27065,MN,Kanabec County,85.12097274466026
16079,ID,Shoshone County,85.12000893377731
54025,WV,Greenbrier County,85.11095856760654
55013,WI,Burnett County,85.1087357844394
39155,OH,Trumbull County,85.103562853614
48351,TX,Newton County,85.10217462354755
18137,IN,Ripley County,85.10014843149072
1061,AL,Geneva County,85.08600944212411
48173,TX,Glasscock County,85.08371773361483
37103,NC,Jones County,85.078850415435
17099,IL,La Salle County,85.07814653974735
22005,LA,Ascension Parish,85.07741941336063
13065,GA,Clinch County,85.07611692371886
29133,MO,Mississippi County,85.0715001925937
23007,ME,Franklin County,85.05451804157097
28009,MS,Benton County,85.051330791924
54077,WV,Preston County,85.04824969724469
36101,NY,Steuben County,85.04078827197458
31179,NE,Wayne County,85.03932648467381
56045,WY,Weston County,85.03467150306253
28139,MS,Tippah County,85.01590767021388
26047,MI,Emmet County,85.01537060986482
29017,MO,Bollinger County,85.01526097307685
36037,NY,Genesee County,85.01510697765077
29023,MO,Butler County,85.01438842427405
19061,IA,Dubuque County,85.01253977359207
51185,VA,Tazewell County,85.01116290813202
37197,NC,Yadkin County,85.00784012431855
42065,PA,Jefferson County,85.00702565424984
47159,TN,Smith County,84.99634667601164
48335,TX,Mitchell County,84.98816393838926
45057,SC,Lancaster County,84.98484410204517
26137,MI,Otsego County,84.98211555693543
47057,TN,Grainger County,84.9768217694863
29229,MO,Wright County,84.97179172068748
16003,ID,Adams County,84.9502537252749
54075,WV,Pocahontas County,84.94882495892728
46005,SD,Beadle County,84.94484369086838
39105,OH,Meigs County,84.93419078404132
26143,MI,Roscommon County,84.93086086844255
5055,AR,Greene County,84.92974582754698
48219,TX,Hockley County,84.92806335462973
27017,MN,Carlton County,84.92192392618594
55089,WI,Ozaukee County,84.89843113909082
21063,KY,Elliott County,84.89626444017972
13069,GA,Coffee County,84.88439216944857
37199,NC,Yancey County,84.87664812608256
22037,LA,East Feliciana Parish,84.87556104311662
39163,OH,Vinton County,84.87417416020045
20189,KS,Stevens County,84.87122108191878
36043,NY,Herkimer County,84.86981136855363
31079,NE,Hall County,84.86290043024405
48133,TX,Eastland County,84.86265927850985
22003,LA,Allen Parish,84.84840134922604
55035,WI,Eau Claire County,84.81024143599947
5049,AR,Fulton County,84.80736141833576
8095,CO,Phillips County,84.79575495747238
5101,AR,Newton County,84.7952490450504
21161,KY,Mason County,84.78979874842203
54069,WV,Ohio County,84.78704330948032
18143,IN,Scott County,84.78288370323152
27099,MN,Mower County,84.77275265276488
51137,VA,Orange County,84.76727623868682
42131,PA,Wyoming County,84.76481465771558
27039,MN,Dodge County,84.7485563087408
49011,UT,Davis County,84.74313562368472
16023,ID,Butte County,84.74099473523142
49013,UT,Duchesne County,84.74062079056885
31025,NE,Cass County,84.73890905648668
21223,KY,Trimble County,84.73881442898953
37029,NC,Camden County,84.72235607761826
51109,VA,Louisa County,84.71706431316647
38017,ND,Cass County,84.7166753374768
12029,FL,Dixie County,84.71115349109941
21205,KY,Rowan County,84.70505372854166
51131,VA,Northampton County,84.69919433873068
20085,KS,Jackson County,84.69709832564065
51580,VA,Covington city,84.69178289785543
22085,LA,Sabine Parish,84.6882786011667
