par_state,par_county,kid_race,par_pctile,shrunk_xkid_brcbalance2020,county_name
28,141,Hispanic,-9,2904,Tishomingo
28,141,White,75,4235,Tishomingo
28,141,Black,50,2163.5,Tishomingo
28,141,Black,-9,2163.5,Tishomingo
28,141,Hispanic,75,3103,Tishomingo
28,141,Pooled,75,4075.695652173913,Tishomingo
28,141,White,50,3457,Tishomingo
28,141,Black,25,1708,Tishomingo
28,143,Black,50,2898,Tunica
28,143,Pooled,-9,2372.065217391304,Tunica
28,143,Pooled,25,1760.805825242718,Tunica
28,143,Black,75,4262,Tunica
28,143,Hispanic,75,3385,Tunica
28,143,Hispanic,-9,2690.5,Tunica
28,143,Black,25,1534,Tunica
28,143,Hispanic,50,2690.5,Tunica
28,143,Hispanic,25,1996,Tunica
28,143,Pooled,50,2965.860055478502,Tunica
28,143,White,-9,3591.730769230769,Tunica
28,143,Black,-9,1988.666666666667,Tunica
28,143,White,75,4610,Tunica
28,143,White,25,2845,Tunica
28,143,Pooled,75,4170.914285714286,Tunica
28,143,White,50,3727.5,Tunica
28,145,Black,75,3403,Union
28,145,Pooled,-9,3248.451388888889,Union
28,145,Pooled,25,2416.918128654971,Union
28,145,White,75,4565,Union
28,145,White,50,3633,Union
28,145,White,25,2701,Union
28,145,Hispanic,25,2306,Union
28,145,Hispanic,50,3117,Union
28,145,White,-9,3551.95652173913,Union
28,145,Hispanic,75,3928,Union
28,145,Black,-9,1873.36,Union
28,145,Black,50,2492.5,Union
28,145,Hispanic,-9,3117,Union
28,145,Pooled,75,4463.76923076923,Union
28,145,Black,25,1582,Union
28,145,Pooled,50,3440.3436797121,Union
28,147,Black,75,3450,Walthall
28,147,White,25,3371,Walthall
28,147,Black,50,2646,Walthall
28,147,Black,25,1842,Walthall
28,147,Pooled,25,2521.815068493151,Walthall
28,147,Pooled,50,3794.740867579909,Walthall
28,147,White,-9,4001.556701030928,Walthall
28,147,Hispanic,75,8282,Walthall
28,147,Hispanic,25,3338,Walthall
28,147,White,75,5070,Walthall
28,147,Hispanic,-9,5810,Walthall
28,147,White,50,4220.5,Walthall
28,147,Hispanic,50,5810,Walthall
28,147,Black,-9,1986.539325842697,Walthall
28,147,Pooled,75,5067.666666666667,Walthall
28,147,Pooled,-9,3151.716494845361,Walthall
28,149,Asian,-9,5835,Warren
28,149,Black,25,1799,Warren
28,149,Black,75,3739,Warren
28,149,Hispanic,50,3411.5,Warren
28,149,Pooled,-9,3212.321153846154,Warren
28,149,White,25,2677,Warren
28,149,Pooled,25,2118.651059085842,Warren
28,149,Hispanic,25,2550,Warren
28,149,Pooled,75,4691.992458521871,Warren
28,149,Asian,75,7800,Warren
28,149,Black,50,2769,Warren
28,149,Asian,25,3870,Warren
28,149,White,75,4840,Warren
28,149,Black,-9,2098.766763848396,Warren
28,149,White,-9,4067.5,Warren
28,149,Hispanic,75,4273,Warren
28,149,Hispanic,-9,3411.5,Warren
28,149,Pooled,50,3405.321758803856,Warren
28,149,White,50,3758.5,Warren
28,149,Asian,50,5835,Warren
28,151,Pooled,50,3346.766561456138,Washington
28,151,Hispanic,25,1568,Washington
28,151,Black,-9,1957.040935672515,Washington
28,151,Asian,25,6998,Washington
28,151,Hispanic,75,2904,Washington
28,151,AIAN,75,2271,Washington
28,151,White,75,4912,Washington
28,151,White,-9,4096.931506849315,Washington
28,151,Hispanic,50,2236,Washington
28,151,AIAN,-9,1938.5,Washington
28,151,Hispanic,-9,2236,Washington
28,151,AIAN,25,1606,Washington
28,151,Pooled,-9,2724.484622553588,Washington
28,151,White,25,3162,Washington
28,151,Black,25,1770,Washington
28,151,Black,50,2769.5,Washington
28,151,Asian,75,6997,Washington
28,151,Pooled,25,2089.311720698254,Washington
28,151,Black,75,3769,Washington
28,151,AIAN,50,1938.5,Washington
28,151,Asian,-9,6997.5,Washington
28,151,White,50,4037,Washington
28,151,Asian,50,6997.5,Washington
28,151,Pooled,75,4604.221402214022,Washington
28,153,Black,50,2582,Wayne
28,153,Black,25,1858,Wayne
28,153,White,25,2959,Wayne
28,153,White,-9,3985.514705882353,Wayne
28,153,Pooled,75,5007.657142857143,Wayne
28,153,Hispanic,75,3215,Wayne
28,153,Hispanic,50,2627.5,Wayne
28,153,Pooled,-9,3111.395918367347,Wayne
28,153,Pooled,50,3680.274285714286,Wayne
28,153,Hispanic,25,2040,Wayne
28,153,Hispanic,-9,2627.5,Wayne
28,153,Black,-9,1972.693069306931,Wayne
28,153,White,75,5366,Wayne
28,153,Black,75,3306,Wayne
28,153,Pooled,25,2352.891428571429,Wayne
28,153,White,50,4162.5,Wayne
28,155,Black,50,2926,Webster
28,155,White,75,4287,Webster
28,155,Hispanic,75,4762,Webster
28,155,Black,25,1773,Webster
28,155,Pooled,25,2432.435294117647,Webster
28,155,Black,-9,2285.444444444444,Webster
28,155,White,50,3502,Webster
28,155,White,-9,3296.404761904762,Webster
28,155,Black,75,4079,Webster
28,155,Hispanic,50,4020,Webster
28,155,Pooled,50,3362.461833105335,Webster
28,155,White,25,2717,Webster
28,155,Pooled,75,4292.488372093023,Webster
28,155,Pooled,-9,3057.296875,Webster
28,155,Hispanic,25,3278,Webster
28,155,Hispanic,-9,4020,Webster
28,157,White,25,4667,Wilkinson
28,157,Pooled,25,2533.696629213483,Wilkinson
28,157,Black,25,2030,Wilkinson
28,157,Black,-9,2327.272727272727,Wilkinson
28,157,Black,75,3665,Wilkinson
28,157,White,-9,5137,Wilkinson
28,157,Pooled,-9,3110.311475409836,Wilkinson
28,157,Black,50,2847.5,Wilkinson
28,157,White,75,5607,Wilkinson
28,157,Pooled,75,4665.424242424242,Wilkinson
28,157,Pooled,50,3599.560435818863,Wilkinson
28,157,White,50,5137,Wilkinson
28,159,AIAN,75,3278,Winston
28,159,Black,50,2248,Winston
28,159,Hispanic,25,2813,Winston
28,159,Pooled,25,2156.833333333333,Winston
28,159,Black,-9,1695.521739130435,Winston
28,159,Black,25,1593,Winston
28,159,Hispanic,50,3249,Winston
28,159,Pooled,50,3108.041666666667,Winston
28,159,AIAN,25,2535,Winston
28,159,White,25,3187,Winston
28,159,Pooled,-9,2681.637931034483,Winston
28,159,Pooled,75,4059.25,Winston
28,159,Black,75,2903,Winston
28,159,White,-9,3741.693069306931,Winston
28,159,AIAN,-9,2906.5,Winston
28,159,White,50,3783,Winston
28,159,Hispanic,75,3685,Winston
28,159,AIAN,50,2906.5,Winston
28,159,Hispanic,-9,3249,Winston
28,159,White,75,4379,Winston
28,161,Black,75,3520,Yalobusha
28,161,Pooled,75,4635.9,Yalobusha
28,161,Hispanic,50,4173,Yalobusha
28,161,Pooled,50,3427.073762376237,Yalobusha
28,161,Hispanic,75,3738,Yalobusha
28,161,Hispanic,-9,4173,Yalobusha
28,161,Black,50,2637.5,Yalobusha
28,161,Pooled,25,2218.247524752475,Yalobusha
28,161,White,-9,3446.578947368421,Yalobusha
28,161,White,25,2492,Yalobusha
28,161,Black,25,1755,Yalobusha
28,161,White,75,5083,Yalobusha
28,161,Hispanic,25,4608,Yalobusha
28,161,Pooled,-9,2904.106382978724,Yalobusha
28,161,White,50,3787.5,Yalobusha
28,161,Black,-9,2002.719298245614,Yalobusha
28,163,White,75,4267,Yazoo
28,163,Black,75,4448,Yazoo
28,163,Hispanic,-9,3382,Yazoo
28,163,Black,25,1907,Yazoo
28,163,Black,-9,2080.25,Yazoo
28,163,Pooled,25,2129.239285714286,Yazoo
28,163,White,25,2748,Yazoo
28,163,Black,50,3177.5,Yazoo
28,163,Pooled,-9,2625.088154269973,Yazoo
28,163,Pooled,50,3213.535305507745,Yazoo
28,163,Hispanic,75,4228,Yazoo
28,163,Hispanic,50,3382,Yazoo
28,163,Hispanic,25,2536,Yazoo
28,163,White,-9,3468.118518518519,Yazoo
28,163,Pooled,75,4297.831325301205,Yazoo
28,163,White,50,3507.5,Yazoo
29,1,Pooled,-9,4505.805825242718,Adair
29,1,Hispanic,25,4174,Adair
29,1,Pooled,75,5387.604651162791,Adair
29,1,White,-9,4490.701754385965,Adair
29,1,White,75,5335,Adair
29,1,Pooled,25,3398.729927007299,Adair
29,1,Hispanic,-9,4717.5,Adair
29,1,Asian,50,7011,Adair
29,1,Asian,25,3912,Adair
29,1,Pooled,50,4393.167289085045,Adair
29,1,Asian,75,10110,Adair
29,1,White,25,3410,Adair
29,1,Hispanic,75,5261,Adair
29,1,Black,50,2327,Adair
29,1,Hispanic,50,4717.5,Adair
29,1,Asian,-9,7011,Adair
29,1,White,50,4372.5,Adair
29,1,Black,75,2896,Adair
29,1,Black,25,1758,Adair
29,1,Black,-9,2327,Adair
29,3,Pooled,-9,4416.93625498008,Andrew
29,3,White,25,3532,Andrew
29,3,White,75,5105,Andrew
29,3,Black,75,4714,Andrew
29,3,Pooled,50,4301.51023051023,Andrew
29,3,Pooled,25,3473.740740740741,Andrew
29,3,Hispanic,75,6364,Andrew
29,3,Hispanic,50,5005.5,Andrew
29,3,Black,25,1844,Andrew
29,3,Hispanic,25,3647,Andrew
29,3,Hispanic,-9,5005.5,Andrew
29,3,Pooled,75,5129.27972027972,Andrew
29,3,Black,-9,3279,Andrew
29,3,Black,50,3279,Andrew
29,3,White,50,4318.5,Andrew
29,3,White,-9,4435.63829787234,Andrew
29,5,Hispanic,25,3336,Atchison
29,5,Pooled,-9,5052.36170212766,Atchison
29,5,Pooled,75,5865.782608695652,Atchison
29,5,Hispanic,75,4362,Atchison
29,5,White,50,5183.5,Atchison
29,5,Hispanic,50,3849,Atchison
29,5,Pooled,25,4272.833333333333,Atchison
29,5,Hispanic,-9,3849,Atchison
29,5,White,25,4358,Atchison
29,5,White,75,6009,Atchison
29,5,Pooled,50,5069.307971014492,Atchison
29,5,White,-9,5164.302325581395,Atchison
29,7,Hispanic,25,2423,Audrain
29,7,White,50,4275.5,Audrain
29,7,Pooled,75,4999.834890965732,Audrain
29,7,Black,-9,2131.681818181818,Audrain
29,7,White,-9,4306.017857142857,Audrain
29,7,Hispanic,50,3110,Audrain
29,7,Black,50,2328,Audrain
29,7,Pooled,50,4129.22696929239,Audrain
29,7,Pooled,-9,4137.440251572327,Audrain
29,7,Asian,50,4780.5,Audrain
29,7,Asian,25,4224,Audrain
29,7,Hispanic,75,3797,Audrain
29,7,Hispanic,-9,3110,Audrain
29,7,Asian,-9,4780.5,Audrain
29,7,Asian,75,5337,Audrain
29,7,White,75,5130,Audrain
29,7,Black,25,1711,Audrain
29,7,Pooled,25,3258.619047619048,Audrain
29,7,White,25,3421,Audrain
29,7,Black,75,2945,Audrain
29,9,Black,75,2731,Barry
29,9,Pooled,-9,3608.338235294118,Barry
29,9,Hispanic,25,2152,Barry
29,9,White,50,3979,Barry
29,9,White,25,3176,Barry
29,9,AIAN,50,2699.5,Barry
29,9,Black,25,1793,Barry
29,9,AIAN,75,3344,Barry
29,9,Hispanic,75,2967,Barry
29,9,White,75,4782,Barry
29,9,Hispanic,-9,2389.708333333333,Barry
29,9,Pooled,75,4613.78448275862,Barry
29,9,Asian,25,5085,Barry
29,9,Pooled,25,3087.660714285714,Barry
29,9,Black,50,2262,Barry
29,9,White,-9,3709.5,Barry
29,9,Asian,75,6569,Barry
29,9,AIAN,-9,2699.5,Barry
29,9,Asian,50,5827,Barry
29,9,Black,-9,2262,Barry
29,9,Hispanic,50,2559.5,Barry
29,9,Asian,-9,5827,Barry
29,9,Pooled,50,3850.722598522168,Barry
29,9,AIAN,25,2055,Barry
29,11,Hispanic,25,4095,Barton
29,11,Hispanic,-9,7292.5,Barton
29,11,White,25,3258,Barton
29,11,Hispanic,50,7292.5,Barton
29,11,White,75,5251,Barton
29,11,Pooled,25,3288.715596330275,Barton
29,11,White,-9,3997.916167664671,Barton
29,11,White,50,4254.5,Barton
29,11,Pooled,-9,4148.525714285714,Barton
29,11,Pooled,75,5568.515151515152,Barton
29,11,Hispanic,75,10490,Barton
29,11,Pooled,50,4428.615373922714,Barton
29,13,AIAN,50,4438.5,Bates
29,13,Black,75,3655,Bates
29,13,Black,50,2586,Bates
29,13,Hispanic,25,3846,Bates
29,13,Black,25,1517,Bates
29,13,AIAN,25,2138,Bates
29,13,White,75,5670,Bates
29,13,White,25,3930,Bates
29,13,Hispanic,-9,4803,Bates
29,13,Hispanic,75,5760,Bates
29,13,Pooled,75,5633.957894736842,Bates
29,13,Black,-9,2586,Bates
29,13,White,-9,4641.428571428572,Bates
29,13,Pooled,25,3800.030303030303,Bates
29,13,Hispanic,50,4803,Bates
29,13,AIAN,75,6739,Bates
29,13,AIAN,-9,4438.5,Bates
29,13,Pooled,50,4716.994098883572,Bates
29,13,Pooled,-9,4567.533039647577,Bates
29,13,White,50,4800,Bates
29,15,Pooled,50,4096.42865497076,Benton
29,15,Hispanic,25,2486,Benton
29,15,Hispanic,75,3764,Benton
29,15,Pooled,75,4673.288888888889,Benton
29,15,Pooled,-9,3890.407142857143,Benton
29,15,White,-9,3936.795454545455,Benton
29,15,White,75,4762,Benton
29,15,Hispanic,50,3125,Benton
29,15,Hispanic,-9,3125,Benton
29,15,White,25,3565,Benton
29,15,White,50,4163.5,Benton
29,15,Pooled,25,3519.568421052631,Benton
29,17,Hispanic,25,2068,Bollinger
29,17,White,25,3080,Bollinger
29,17,Hispanic,75,4626,Bollinger
29,17,White,75,4736,Bollinger
29,17,Hispanic,-9,3347,Bollinger
29,17,Pooled,75,4725,Bollinger
29,17,Pooled,50,3877.817073170731,Bollinger
29,17,Pooled,-9,3586.163934426229,Bollinger
29,17,White,-9,3602.947368421052,Bollinger
29,17,White,50,3908,Bollinger
29,17,Pooled,25,3030.634146341463,Bollinger
29,17,Hispanic,50,3347,Bollinger
29,19,White,75,4862,Boone
29,19,Black,75,3450,Boone
29,19,AIAN,75,4155,Boone
29,19,Pooled,75,4847.541866666666,Boone
29,19,Hispanic,50,4679.5,Boone
29,19,AIAN,50,2880,Boone
29,19,Asian,-9,5759.7,Boone
29,19,Black,50,2567.5,Boone
29,19,Asian,75,6009,Boone
29,19,Black,25,1685,Boone
29,19,White,25,3428,Boone
29,19,White,-9,4356.840909090909,Boone
29,19,Hispanic,-9,4679.5,Boone
29,19,Black,-9,2067.771084337349,Boone
29,19,Hispanic,75,5413,Boone
29,19,Pooled,25,3099.669064748201,Boone
29,19,White,50,4145,Boone
29,19,AIAN,25,1605,Boone
29,19,Pooled,-9,4148.057261676264,Boone
29,19,Asian,50,5593.5,Boone
29,19,Pooled,50,3973.605465707434,Boone
29,19,AIAN,-9,2880,Boone
29,19,Hispanic,25,3946,Boone
29,19,Asian,25,5178,Boone
29,21,AIAN,50,4755,Buchanan
29,21,Black,-9,2416.926829268293,Buchanan
29,21,Hispanic,75,5160,Buchanan
29,21,White,25,3048,Buchanan
29,21,Hispanic,50,3881,Buchanan
29,21,Hispanic,25,2602,Buchanan
29,21,Asian,-9,6957,Buchanan
29,21,Asian,75,8094,Buchanan
29,21,Hispanic,-9,3852.577777777778,Buchanan
29,21,Asian,25,5820,Buchanan
29,21,Pooled,75,5188.923566878981,Buchanan
29,21,White,50,4106,Buchanan
29,21,Pooled,-9,4119.240755957272,Buchanan
29,21,AIAN,-9,4755,Buchanan
29,21,Asian,50,6957,Buchanan
29,21,White,-9,4167.677130044843,Buchanan
29,21,Black,75,4838,Buchanan
29,21,Black,25,1830,Buchanan
29,21,Black,50,3334,Buchanan
29,21,AIAN,25,2689,Buchanan
29,21,White,75,5164,Buchanan
29,21,AIAN,75,6821,Buchanan
29,21,Pooled,50,4083.826808906383,Buchanan
29,21,Pooled,25,2978.730050933786,Buchanan
29,23,Pooled,25,2903.620111731844,Butler
29,23,Black,-9,1978.282051282051,Butler
29,23,White,75,4812,Butler
29,23,AIAN,75,3513,Butler
29,23,White,50,3902.5,Butler
29,23,AIAN,25,2160,Butler
29,23,Asian,50,6279,Butler
29,23,Black,25,1823,Butler
29,23,White,-9,3630.587628865979,Butler
29,23,Hispanic,25,2554,Butler
29,23,Asian,25,5333,Butler
29,23,Asian,-9,6279,Butler
29,23,Hispanic,50,3499,Butler
29,23,White,25,2993,Butler
29,23,Black,50,2201.5,Butler
29,23,Pooled,-9,3538.14598540146,Butler
29,23,AIAN,-9,2836.5,Butler
29,23,Hispanic,75,4444,Butler
29,23,Pooled,75,4733.726315789474,Butler
29,23,Pooled,50,3818.673213760659,Butler
29,23,Black,75,2580,Butler
29,23,Asian,75,7225,Butler
29,23,AIAN,50,2836.5,Butler
29,23,Hispanic,-9,3499,Butler
29,25,Hispanic,25,3431,Caldwell
29,25,White,25,4040,Caldwell
29,25,White,75,5955,Caldwell
29,25,Pooled,75,5677.260869565217,Caldwell
29,25,Pooled,25,4003.641791044776,Caldwell
29,25,Hispanic,75,2761,Caldwell
29,25,White,-9,4806,Caldwell
29,25,Pooled,-9,4684.938053097345,Caldwell
29,25,Hispanic,50,3096,Caldwell
29,25,Hispanic,-9,3096,Caldwell
29,25,Pooled,50,4840.451330304997,Caldwell
29,25,White,50,4997.5,Caldwell
29,27,Asian,50,4861.5,Callaway
29,27,Black,75,6065,Callaway
29,27,AIAN,75,3244,Callaway
29,27,Pooled,-9,3923.864,Callaway
29,27,AIAN,25,2040,Callaway
29,27,White,50,3929.5,Callaway
29,27,Pooled,50,3908.557736706693,Callaway
29,27,Pooled,75,4758.905697445973,Callaway
29,27,Asian,-9,4861.5,Callaway
29,27,Black,-9,3334.115384615385,Callaway
29,27,AIAN,-9,2642,Callaway
29,27,White,-9,3964.544444444444,Callaway
29,27,Hispanic,50,3896.5,Callaway
29,27,Black,50,4146,Callaway
29,27,AIAN,50,2642,Callaway
29,27,Pooled,25,3058.209775967413,Callaway
29,27,Asian,75,4716,Callaway
29,27,Hispanic,75,6271,Callaway
29,27,Hispanic,25,1522,Callaway
29,27,Black,25,2227,Callaway
29,27,Hispanic,-9,3896.5,Callaway
29,27,White,25,3141,Callaway
29,27,White,75,4718,Callaway
29,27,Asian,25,5007,Callaway
29,29,Hispanic,-9,3162,Camden
29,29,Black,25,3450,Camden
29,29,AIAN,50,2666,Camden
29,29,Black,75,3827,Camden
29,29,Hispanic,25,2559,Camden
29,29,Black,50,3638.5,Camden
29,29,Asian,25,4129,Camden
29,29,AIAN,75,2789,Camden
29,29,Hispanic,75,3765,Camden
29,29,Asian,75,4701,Camden
29,29,AIAN,25,2543,Camden
29,29,AIAN,-9,2666,Camden
29,29,Hispanic,50,3162,Camden
29,29,White,50,4310,Camden
29,29,Pooled,-9,4054.753164556962,Camden
29,29,Pooled,50,4209.709905759162,Camden
29,29,Pooled,25,3467.795811518325,Camden
29,29,White,-9,4120.598591549296,Camden
29,29,White,25,3495,Camden
29,29,White,75,5125,Camden
29,29,Pooled,75,4951.624,Camden
29,29,Black,-9,3638.5,Camden
29,29,Asian,-9,4415,Camden
29,29,Asian,50,4415,Camden
29,31,Hispanic,25,3942,Cape Girardeau
29,31,AIAN,75,3974,Cape Girardeau
29,31,Asian,-9,6419.5,Cape Girardeau
29,31,Black,75,4126,Cape Girardeau
29,31,White,75,5245,Cape Girardeau
29,31,Asian,25,5368,Cape Girardeau
29,31,Black,50,2876.5,Cape Girardeau
29,31,Asian,75,7471,Cape Girardeau
29,31,AIAN,50,3192,Cape Girardeau
29,31,Hispanic,50,4072.5,Cape Girardeau
29,31,White,-9,4522.814814814815,Cape Girardeau
29,31,Hispanic,75,4203,Cape Girardeau
29,31,Hispanic,-9,4072.5,Cape Girardeau
29,31,Black,25,1627,Cape Girardeau
29,31,Pooled,50,4168.966745519061,Cape Girardeau
29,31,White,25,3358,Cape Girardeau
29,31,AIAN,25,2410,Cape Girardeau
29,31,Pooled,-9,4336.238623751387,Cape Girardeau
29,31,Black,-9,1999.985074626866,Cape Girardeau
29,31,White,50,4301.5,Cape Girardeau
29,31,Pooled,75,5222.896551724138,Cape Girardeau
29,31,AIAN,-9,3192,Cape Girardeau
29,31,Asian,50,6419.5,Cape Girardeau
29,31,Pooled,25,3115.036939313984,Cape Girardeau
29,33,White,50,4533.5,Carroll
29,33,White,-9,4404.684210526316,Carroll
29,33,Black,25,2781,Carroll
29,33,Hispanic,50,4737,Carroll
29,33,Pooled,25,3999.565217391304,Carroll
29,33,Pooled,-9,4306.060402684564,Carroll
29,33,Pooled,75,4800.754385964912,Carroll
29,33,Black,50,2235.5,Carroll
29,33,Hispanic,75,5189,Carroll
29,33,White,75,5023,Carroll
29,33,Black,75,1690,Carroll
29,33,White,25,4044,Carroll
29,33,Pooled,50,4400.159801678108,Carroll
29,33,Black,-9,2235.5,Carroll
29,33,Hispanic,25,4285,Carroll
29,33,Hispanic,-9,4737,Carroll
29,35,White,-9,3849.918367346939,Carter
29,35,Pooled,-9,3849.918367346939,Carter
29,35,Pooled,25,3396,Carter
29,35,White,25,3396,Carter
29,35,Pooled,75,5418,Carter
29,35,White,75,5418,Carter
29,35,White,50,4407,Carter
29,35,Pooled,50,4407,Carter
29,37,AIAN,25,2464,Cass
29,37,Black,-9,3235.444444444444,Cass
29,37,Asian,25,5569,Cass
29,37,Pooled,50,4271.952615134394,Cass
29,37,Black,25,2791,Cass
29,37,AIAN,50,3141.5,Cass
29,37,White,75,5061,Cass
29,37,Black,75,3991,Cass
29,37,Pooled,25,3507.220202020202,Cass
29,37,Hispanic,25,2962,Cass
29,37,Pooled,75,5036.685028248588,Cass
29,37,AIAN,-9,3141.5,Cass
29,37,Pooled,-9,4407.354114713217,Cass
29,37,White,50,4302,Cass
29,37,Hispanic,50,3725,Cass
29,37,AIAN,75,3819,Cass
29,37,White,-9,4449.769911504425,Cass
29,37,White,25,3543,Cass
29,37,Asian,50,6196,Cass
29,37,Hispanic,-9,3725,Cass
29,37,Hispanic,75,4488,Cass
29,37,Asian,75,6823,Cass
29,37,Black,50,3391,Cass
29,37,Asian,-9,6196,Cass
29,39,Hispanic,-9,3360.5,Cedar
29,39,White,25,3656,Cedar
29,39,Hispanic,25,2831,Cedar
29,39,AIAN,75,4641,Cedar
29,39,White,75,4955,Cedar
29,39,Hispanic,50,3360.5,Cedar
29,39,White,-9,4083.068493150685,Cedar
29,39,Pooled,75,4856.5,Cedar
29,39,White,50,4305.5,Cedar
29,39,Pooled,50,4229.929245283019,Cedar
29,39,AIAN,25,3086,Cedar
29,39,AIAN,50,3863.5,Cedar
29,39,Pooled,25,3603.358490566038,Cedar
29,39,Pooled,-9,4036.543209876543,Cedar
29,39,Hispanic,75,3890,Cedar
29,39,AIAN,-9,3863.5,Cedar
29,41,White,25,4131,Chariton
29,41,Pooled,-9,4383.434426229508,Chariton
29,41,Pooled,75,4833.490909090909,Chariton
29,41,Black,-9,3983.5,Chariton
29,41,Black,25,2171,Chariton
29,41,Pooled,25,4013.985074626866,Chariton
29,41,White,50,4444.5,Chariton
29,41,Black,75,5796,Chariton
29,41,Pooled,50,4423.737991858887,Chariton
29,41,White,75,4758,Chariton
29,41,White,-9,4411.5,Chariton
29,41,Black,50,3983.5,Chariton
29,43,Black,25,1713,Christian
29,43,Hispanic,25,3636,Christian
29,43,Black,75,3571,Christian
29,43,White,50,4454.5,Christian
29,43,Hispanic,-9,3813,Christian
29,43,Asian,-9,5416.5,Christian
29,43,Black,50,2642,Christian
29,43,Hispanic,50,3813,Christian
29,43,Black,-9,2642,Christian
29,43,AIAN,50,3763,Christian
29,43,Pooled,75,5112.76923076923,Christian
29,43,White,-9,4454.5,Christian
29,43,Pooled,-9,4424.863905325444,Christian
29,43,White,25,3743,Christian
29,43,AIAN,25,3913,Christian
29,43,Pooled,25,3736.958579881657,Christian
29,43,AIAN,75,3613,Christian
29,43,Asian,25,5253,Christian
29,43,Asian,50,5416.5,Christian
29,43,Pooled,50,4424.863905325444,Christian
29,43,AIAN,-9,3763,Christian
29,43,Asian,75,5580,Christian
29,43,White,75,5166,Christian
29,43,Hispanic,75,3990,Christian
29,45,White,25,3404,Clark
29,45,White,-9,4209.285714285715,Clark
29,45,Pooled,-9,4209.285714285715,Clark
29,45,Pooled,50,4343.5,Clark
29,45,White,75,5283,Clark
29,45,White,50,4343.5,Clark
29,45,Pooled,25,3404,Clark
29,45,Pooled,75,5283,Clark
29,47,Black,50,3506,Clay
29,47,White,25,3603,Clay
29,47,Pooled,50,4424.196876382006,Clay
29,47,Asian,-9,6321.837837837837,Clay
29,47,Pooled,75,5256.661854525264,Clay
29,47,Black,25,3023,Clay
29,47,Hispanic,25,3409,Clay
29,47,Pooled,25,3591.731898238747,Clay
29,47,AIAN,25,2934,Clay
29,47,Pooled,-9,4653.91356712717,Clay
29,47,White,-9,4716.114173228347,Clay
29,47,AIAN,75,3993,Clay
29,47,AIAN,-9,3463.5,Clay
29,47,Black,-9,3369.301886792453,Clay
29,47,Hispanic,-9,4112.90625,Clay
29,47,Black,75,3989,Clay
29,47,White,50,4449.5,Clay
29,47,Asian,25,6024,Clay
29,47,AIAN,50,3463.5,Clay
29,47,Asian,50,6314,Clay
29,47,Asian,75,6604,Clay
29,47,White,75,5296,Clay
29,47,Hispanic,75,4734,Clay
29,47,Hispanic,50,4071.5,Clay
29,49,Hispanic,75,4057,Clinton
29,49,White,75,4794,Clinton
29,49,Hispanic,25,3417,Clinton
29,49,White,25,3480,Clinton
29,49,AIAN,-9,4930,Clinton
29,49,Hispanic,-9,3737,Clinton
29,49,Pooled,25,3418,Clinton
29,49,AIAN,75,8099,Clinton
29,49,Black,75,2320,Clinton
29,49,White,-9,4204.96551724138,Clinton
29,49,Pooled,-9,4172.929936305733,Clinton
29,49,Black,-9,2690.5,Clinton
29,49,Pooled,75,4796.186046511628,Clinton
29,49,AIAN,25,1761,Clinton
29,49,Hispanic,50,3737,Clinton
29,49,Pooled,50,4107.093023255814,Clinton
29,49,AIAN,50,4930,Clinton
29,49,Black,50,2690.5,Clinton
29,49,White,50,4137,Clinton
29,49,Black,25,3061,Clinton
29,51,AIAN,25,3367,Cole
29,51,Pooled,25,3137.371428571429,Cole
29,51,Black,50,3409.5,Cole
29,51,AIAN,50,3988.5,Cole
29,51,Hispanic,75,5855,Cole
29,51,Asian,50,5567.5,Cole
29,51,Hispanic,25,3063,Cole
29,51,Pooled,-9,4283.603465851173,Cole
29,51,AIAN,75,4610,Cole
29,51,Asian,25,4038,Cole
29,51,White,25,3292,Cole
29,51,White,-9,4379.415730337078,Cole
29,51,Pooled,50,4028.380642970342,Cole
29,51,White,75,4905,Cole
29,51,Asian,75,7097,Cole
29,51,Black,-9,2823.030769230769,Cole
29,51,Hispanic,50,4459,Cole
29,51,AIAN,-9,3988.5,Cole
29,51,Black,75,4724,Cole
29,51,Asian,-9,5567.5,Cole
29,51,Hispanic,-9,4459,Cole
29,51,Black,25,2095,Cole
29,51,Pooled,75,4919.389857369255,Cole
29,51,White,50,4098.5,Cole
29,53,White,-9,4375.282722513089,Cooper
29,53,Black,-9,2398.714285714286,Cooper
29,53,Hispanic,75,5552,Cooper
29,53,Black,25,1381,Cooper
29,53,Pooled,50,4363.044078491039,Cooper
29,53,Hispanic,-9,4215.5,Cooper
29,53,Pooled,-9,4239.366197183099,Cooper
29,53,Black,75,3573,Cooper
29,53,White,75,5509,Cooper
29,53,White,25,3504,Cooper
29,53,Hispanic,50,4215.5,Cooper
29,53,Pooled,25,3349.836820083682,Cooper
29,53,Pooled,75,5376.251336898395,Cooper
29,53,Hispanic,25,2879,Cooper
29,53,Black,50,2477,Cooper
29,53,White,50,4506.5,Cooper
29,55,Pooled,-9,3642.604651162791,Crawford
29,55,Hispanic,25,4231,Crawford
29,55,White,25,2936,Crawford
29,55,Black,25,2003,Crawford
29,55,AIAN,75,4387,Crawford
29,55,Pooled,75,4861.416666666667,Crawford
29,55,Hispanic,-9,4337.5,Crawford
29,55,White,50,3932.5,Crawford
29,55,AIAN,-9,3163.5,Crawford
29,55,White,-9,3651.435897435897,Crawford
