FIPS,County,ec_county,child_ec_county,support_ratio_county,volunteering_rate_county,civic_organizations_county,clustering_county
1079,"Lawrence, Alabama",0.63709003,0.77948999,0.99711001,0.075659998,0.01598,0.12177
1081,"Lee, Alabama",0.72622001,0.89086002,0.99093997,0.054719999,0.01548,0.11028
1083,"Limestone, Alabama",0.70283997,0.83678001,0.98565,0.049339999,0.01228,0.1044
1085,"Lowndes, Alabama",0.41341001,0.45875999,0.99537998,0.02665,0.02108,0.15244
1087,"Macon, Alabama",0.45666999,0.4395,0.99694997,0.022539999,0.027079999,0.13407999
1089,"Madison, Alabama",0.74789,1.10624,0.98901999,0.067910001,0.01661,0.098099999
1091,"Marengo, Alabama",0.57516998,0.68480998,0.99905002,0.049279999,0.01546,0.15583999
1093,"Marion, Alabama",0.64333999,0.68886,0.99787003,0.02806,0.01225,0.12976
1095,"Marshall, Alabama",0.56095999,0.85096997,0.99274999,0.033980001,0.01194,0.10477
1097,"Mobile, Alabama",0.56962001,0.77516001,0.99576998,0.045000002,0.01322,0.096320003
1099,"Monroe, Alabama",0.47554001,0.60307002,0.99856001,0.034680001,0.01195,0.16456001
1101,"Montgomery, Alabama",0.49068999,0.79247999,0.99729002,0.029139999,0.018510001,0.10102
1103,"Morgan, Alabama",0.61510003,0.90508002,0.9939,0.045650002,0.01534,0.10716
1105,"Perry, Alabama",,,0.99896497,0.031367633,0.019242616,0.19801068
1107,"Pickens, Alabama",0.62550998,0.55018002,0.99844998,0.042319998,0.0128,0.16098
1109,"Pike, Alabama",0.59630001,0.65039998,0.99858999,0.036729999,0.019819999,0.12736
1111,"Randolph, Alabama",0.55489999,0.69924003,0.99857998,0.030950001,0.01612,0.13440999
1113,"Russell, Alabama",0.56879997,0.58965999,0.98253,0.047249999,0.0073899999,0.099420004
1115,"St. Clair, Alabama",0.78175998,0.77757001,0.98808002,0.058680002,0.01571,0.10566
1117,"Shelby, Alabama",0.82049,1.08032,0.97235,0.059209999,0.015699999,0.098700002
1119,"Sumter, Alabama",0.54794002,,0.99831003,0.042410001,0.021369999,0.15988
1121,"Talladega, Alabama",0.52474999,0.67399001,0.99888998,0.034320001,0.01546,0.13107
1123,"Tallapoosa, Alabama",0.51406997,0.68627,0.99917001,0.02613,0.024110001,0.14791
1125,"Tuscaloosa, Alabama",0.64775002,0.82072002,0.99621999,0.0451,0.01334,0.11285
1127,"Walker, Alabama",0.64082003,0.62895,0.99795002,0.045030002,0.01458,0.11568
1129,"Washington, Alabama",0.70414001,0.79619998,0.99853998,0.031819999,0.01032,0.14909001
1131,"Wilcox, Alabama",0.42162001,0.34766001,0.99989003,0.01901,0.01398,0.19053
1133,"Winston, Alabama",0.59921002,0.5668,0.99743998,0.03503,0.01305,0.12928
2013,"Aleutians East, Alaska",0.91415,,0.99333,0.039310001,0.0080500003,0.17668
2016,"Aleutians West, Alaska",0.83311999,,0.98166001,0.059119999,0.01085,0.13175
2020,"Anchorage, Alaska",1.02472,1.34806,0.97893,0.1071,0.017619999,0.092150003
2050,"Bethel, Alaska",0.76327002,1.02683,1.0,0.11584,0.01144,0.22093999
2060,"Bristol Bay, Alaska",,,0.99449265,0.042672243,0.12029663,0.13310137
2068,"Denali, Alaska",1.16948,,0.98901999,0.14221001,0.02723,0.086390004
2070,"Dillingham, Alaska",0.90030998,0.81506997,1.0,0.16418999,0.02486,0.21399
2090,"Fairbanks North Star, Alaska",1.09859,1.3839999,0.97803998,0.12425,0.017440001,0.09251
2100,"Haines, Alaska",1.1621799,,1.0,0.10074,0.068839997,0.12548999
2105,"Hoonah-Angoon, Alaska",1.04737,,0.99783999,0.13991,0.05531,0.1559
2110,"Juneau, Alaska",1.1094,1.30547,0.99326998,0.11854,0.025119999,0.10861
2122,"Kenai Peninsula, Alaska",1.03391,1.2195899,0.99194002,0.16959,0.030470001,0.10711
2130,"Ketchikan Gateway, Alaska",0.98493999,1.23446,0.99817002,0.11885,0.03097,0.13572
2150,"Kodiak Island, Alaska",1.06233,1.14385,0.99536002,0.15803,0.023770001,0.12197
2158,"Wade Hampton, Alaska",0.64175999,,1.0,0.09008,0.0082,0.26097
2164,"Lake and Peninsula, Alaska",,,0.99520481,0.086068638,0.028940175,0.15680957
2170,"Matanuska-Susitna, Alaska",1.09532,1.2169501,0.97605997,0.15514,0.020780001,0.091619998
2180,"Nome, Alaska",0.83958,0.74658,0.9989,0.076159999,0.018270001,0.23547
2185,"North Slope, Alaska",1.08719,1.23939,0.99747002,0.2256,0.01016,0.19751
2188,"Northwest Arctic, Alaska",0.83544999,0.95924997,1.0,0.12913001,0.01402,0.22847
2195,"Petersburg, Alaska",1.04632,,0.99869001,0.14663,0.039140001,0.15200999
2198,"Prince of Wales-Hyder, Alaska",0.86852002,1.04765,1.0,0.11994,0.03107,0.18854
2220,"Sitka, Alaska",1.1381,1.20061,0.99596,0.13887,0.035069998,0.11636
2230,"Skagway, Alaska",1.1267101,,0.99884999,0.090599999,0.036789998,0.11203
2240,"Southeast Fairbanks, Alaska",0.99532002,1.13311,0.99175,0.1129,0.037179999,0.12862
2261,"Valdez-Cordova, Alaska",1.0594701,1.29258,0.99518001,0.11341,0.032910001,0.12568
2275,"Wrangell, Alaska",1.06294,,0.99879998,0.11285,0.040259998,0.16279
2290,"Yukon-Koyukuk, Alaska",0.79198003,,0.99452001,0.16680001,0.022089999,0.20638999
4001,"Apache, Arizona",0.48368001,0.49801999,0.97656,0.060210001,0.018680001,0.085869998
4003,"Cochise, Arizona",0.79714,0.75994003,0.98288,0.083509997,0.022360001,0.093999997
4005,"Coconino, Arizona",0.75237,0.78612,0.97488999,0.10576,0.02241,0.088289998
4007,"Gila, Arizona",0.61997002,0.75176001,0.99426001,0.080339998,0.02561,0.11768
4009,"Graham, Arizona",0.68656999,0.76119,0.99585003,0.063620001,0.0099299997,0.12089
4011,"Greenlee, Arizona",0.81149,0.94648999,0.99454999,0.05745,0.01355,0.11659
4012,"La Paz, Arizona",0.61006999,0.49496001,0.99476999,0.0603,0.02823,0.12695999
4013,"Maricopa, Arizona",0.74400002,0.92000002,0.95842999,0.04837,0.0096699996,0.078369997
4015,"Mohave, Arizona",0.77204001,0.63424999,0.98514998,0.071999997,0.01219,0.095729999
4017,"Navajo, Arizona",0.57981002,0.61697,0.98989999,0.066600002,0.01581,0.11027
4019,"Pima, Arizona",0.71572,0.77517998,0.97719997,0.053169999,0.01337,0.080949999
4021,"Pinal, Arizona",0.77478999,0.70965999,0.95612001,0.053769998,0.0088400003,0.085150003
4023,"Santa Cruz, Arizona",0.52688998,0.61212999,0.99507999,0.02172,0.020509999,0.11585
4025,"Yavapai, Arizona",0.84227997,0.7554,0.98193002,0.068680003,0.02716,0.089060001
4027,"Yuma, Arizona",0.66210002,0.60227001,0.98925,0.0363,0.0094400002,0.088310003
5001,"Arkansas, Arkansas",0.61054999,0.66711003,0.99893999,0.06696,0.0136,0.14993
5003,"Ashley, Arkansas",0.68015999,0.67588001,0.99778998,0.060989998,0.01436,0.14714
5005,"Baxter, Arkansas",0.78823,0.57344002,0.99365002,0.079580002,0.01836,0.10587
5007,"Benton, Arkansas",0.84904999,0.77778,0.97933,0.080600001,0.01637,0.090640001
5009,"Boone, Arkansas",0.76545,0.57844001,0.99632001,0.090460002,0.021369999,0.11089
5011,"Bradley, Arkansas",0.60974002,0.71063,0.99726999,0.036120001,0.0098599996,0.14124
5013,"Calhoun, Arkansas",0.69174999,,0.99831998,0.069770001,0.01246,0.14181
5015,"Carroll, Arkansas",0.71524,0.50901002,0.99168003,0.087109998,0.02517,0.10578
5017,"Chicot, Arkansas",0.56199002,,0.99822003,0.024420001,0.01534,0.16948999
5019,"Clark, Arkansas",0.71052998,0.74087,0.99629998,0.061590001,0.020300001,0.12499
5021,"Clay, Arkansas",0.74431998,0.49261001,0.99528003,0.075110003,0.01129,0.13318001
5023,"Cleburne, Arkansas",0.77938998,0.67954999,0.99171001,0.094719999,0.02029,0.10399
5025,"Cleveland, Arkansas",0.75866997,,0.99579,0.048020002,0.0098599996,0.12567
5027,"Columbia, Arkansas",0.64563,0.68333,0.99865001,0.17177001,0.022089999,0.14371
5029,"Conway, Arkansas",0.70840001,0.61382002,0.99294001,0.070610002,0.019330001,0.11337
5031,"Craighead, Arkansas",0.72960001,0.79284,0.99348998,0.064730003,0.01572,0.10714
5033,"Crawford, Arkansas",0.76648998,0.65438002,0.98910999,0.080320001,0.01754,0.10028
5035,"Crittenden, Arkansas",0.56164002,0.59034002,0.99615002,0.056499999,0.0093900003,0.12523
5037,"Cross, Arkansas",0.68954998,0.62629002,0.99791998,0.066349998,0.01478,0.13518
5039,"Dallas, Arkansas",0.57362998,,0.99596,0.034910001,0.01119,0.14267001
5041,"Desha, Arkansas",0.56584001,0.55400002,0.99941999,0.02887,0.01767,0.15496001
5043,"Drew, Arkansas",0.71228999,0.67329001,0.99883002,0.049229998,0.017890001,0.13121
5045,"Faulkner, Arkansas",0.83756,0.83561999,0.98666,0.084569998,0.016070001,0.099569999
5047,"Franklin, Arkansas",0.75325,0.56203997,0.99669999,0.10194,0.01849,0.12435
5049,"Fulton, Arkansas",0.73201001,0.52302998,0.99378997,0.078599997,0.016829999,0.1235
5051,"Garland, Arkansas",0.70425999,0.75690001,0.99392003,0.083760001,0.02125,0.10116
5053,"Grant, Arkansas",0.82261002,0.80343997,0.99176002,0.073820002,0.01174,0.11056
5055,"Greene, Arkansas",0.74122,0.70393002,0.99528003,0.072959997,0.01221,0.10686
5057,"Hempstead, Arkansas",0.57415003,0.48791,0.99934,0.058619998,0.01313,0.13684
5059,"Hot Spring, Arkansas",0.68937999,0.66768998,0.99484003,0.082340002,0.01935,0.11315
5061,"Howard, Arkansas",0.62585002,0.67632997,0.99759001,0.062290002,0.01187,0.13742
5063,"Independence, Arkansas",0.72654998,0.62058002,0.99801999,0.06219,0.01945,0.11242
5065,"Izard, Arkansas",0.73961002,0.46794,0.99463999,0.094059996,0.017650001,0.12540001
5067,"Jackson, Arkansas",0.64454001,0.49491999,0.99835002,0.04826,0.01805,0.13863
5069,"Jefferson, Arkansas",0.57021999,0.63954002,0.99888003,0.03545,0.01459,0.12823001
5071,"Johnson, Arkansas",0.63472998,0.55083001,0.99577999,0.13080999,0.01475,0.11966
5073,"Lafayette, Arkansas",0.64393997,,0.99399,0.09623,0.00667,0.12875
5075,"Lawrence, Arkansas",0.72068,0.52320999,0.99342,0.078210004,0.0162,0.11592
5077,"Lee, Arkansas",0.52933002,,0.99953997,0.04104,0.02445,0.15696
5079,"Lincoln, Arkansas",0.65166003,0.64401001,0.99663001,0.067749999,0.01006,0.13755
5081,"Little River, Arkansas",0.71503001,0.70688999,0.99734998,0.066629998,0.017550001,0.12375
5083,"Logan, Arkansas",0.72668999,0.57258999,0.99590999,0.10919,0.01825,0.12656
5085,"Lonoke, Arkansas",0.84548002,0.93474001,0.97763002,0.068470001,0.01086,0.093630001
5087,"Madison, Arkansas",0.79619998,0.52318001,0.99186999,0.12502,0.01119,0.11853
5089,"Marion, Arkansas",0.71357,0.53855997,0.98830998,0.092730001,0.025280001,0.10864
5091,"Miller, Arkansas",0.64515001,0.55084997,0.99171001,0.070029996,0.01187,0.11225
5093,"Mississippi, Arkansas",0.57393003,0.53232998,0.99956,0.032729998,0.01426,0.14452
5095,"Monroe, Arkansas",0.55575001,,0.99817002,0.033039998,0.015830001,0.13361
5097,"Montgomery, Arkansas",0.69204998,0.47451001,0.99383003,0.058540002,0.0189,0.11672
5099,"Nevada, Arkansas",0.61993998,0.47097,0.99857002,0.07897,0.02128,0.13518
5101,"Newton, Arkansas",0.76115,,0.99409002,0.13005,0.023080001,0.14032
5103,"Ouachita, Arkansas",0.63314998,0.63552999,0.99794,0.080200002,0.01816,0.13527
5105,"Perry, Arkansas",0.77210999,0.66273999,0.99237001,0.071610004,0.019479999,0.11429
5107,"Phillips, Arkansas",0.49533999,0.49114001,0.99962002,0.021269999,0.01466,0.17674001
5109,"Pike, Arkansas",0.66134,0.65402001,0.99726999,0.06408,0.01419,0.13676
5111,"Poinsett, Arkansas",0.64930999,0.45846999,0.99423999,0.063450001,0.01486,0.12112
5113,"Polk, Arkansas",0.69538999,0.48590001,0.99664998,0.10515,0.02097,0.12809999
5115,"Pope, Arkansas",0.74772,0.76617002,0.99427003,0.10076,0.01918,0.10761
5117,"Prairie, Arkansas",0.70025998,0.61693001,0.99975002,0.085069999,0.0146,0.13950001
5119,"Pulaski, Arkansas",0.68171,0.82804,0.99194998,0.060589999,0.02083,0.091870002
5121,"Randolph, Arkansas",0.72465003,0.4425,0.99553001,0.073859997,0.01336,0.12163
5123,"St. Francis, Arkansas",0.53117001,0.40893999,0.99822998,0.039829999,0.01056,0.152
5125,"Saline, Arkansas",0.79585999,1.0282201,0.98153001,0.073399998,0.01182,0.096069999
5127,"Scott, Arkansas",0.65103,0.45759001,0.99809998,0.053649999,0.02256,0.14466999
5129,"Searcy, Arkansas",0.70889002,0.52564001,0.99553001,0.095490001,0.016759999,0.14452
5131,"Sebastian, Arkansas",0.73863,0.70490003,0.98936999,0.06803,0.01461,0.097520001
5133,"Sevier, Arkansas",0.62248999,0.54229999,0.99662,0.080739997,0.01099,0.132
5135,"Sharp, Arkansas",0.70662999,0.39508,0.99027997,0.10254,0.01884,0.112
5137,"Stone, Arkansas",0.71987998,0.44778001,0.99913001,0.086379997,0.02696,0.12996
5139,"Union, Arkansas",0.68690997,0.66816998,1.0,0.19355001,0.01778,0.14419
5141,"Van Buren, Arkansas",0.71042001,0.5571,0.99311,0.078840002,0.026690001,0.11538
5143,"Washington, Arkansas",0.80754,0.89169002,0.98194999,0.078419998,0.01411,0.094999999
5145,"White, Arkansas",0.79613,0.72071999,0.99084997,0.075750001,0.01511,0.10009
5147,"Woodruff, Arkansas",0.64192998,,0.99615002,0.041579999,0.01609,0.13221
5149,"Yell, Arkansas",0.63029999,0.65851003,0.99347001,0.086110003,0.01218,0.11517
6001,"Alameda, California",0.91564,0.99251997,0.94234997,0.071089998,0.01575,0.086630002
6003,"Alpine, California",,,0.87769938,0.14653735,0.082809731,0.091637172
6005,"Amador, California",0.92817998,1.1136,0.98970997,0.13452999,0.02789,0.10103
6007,"Butte, California",0.80008,0.92039001,0.98411,0.093960002,0.017240001,0.097589999
6009,"Calaveras, California",0.92421001,1.1551,0.98408002,0.097350001,0.028860001,0.10166
6011,"Colusa, California",0.58380002,0.82441998,0.99716997,0.051490001,0.015769999,0.12258
6013,"Contra Costa, California",0.88687998,1.14285,0.95846999,0.053070001,0.01432,0.089469999
6015,"Del Norte, California",0.63748002,0.70925999,0.99712002,0.066780001,0.025429999,0.12148
6017,"El Dorado, California",1.01846,1.1982,0.96995002,0.10019,0.01701,0.087700002
6019,"Fresno, California",0.57849997,0.75003999,0.97832,0.033690002,0.0089199999,0.085189998
6021,"Glenn, California",0.63274997,0.76097,0.99119997,0.078610003,0.01146,0.11322
6023,"Humboldt, California",0.81883001,0.89279002,0.98978001,0.10646,0.024180001,0.10776
6025,"Imperial, California",0.73171002,0.72803003,0.99202001,0.041129999,0.01122,0.10064
6027,"Inyo, California",0.79105997,0.88185,0.99720001,0.069789998,0.031399999,0.12489
6029,"Kern, California",0.6207,0.80997998,0.98127002,0.05748,0.0098900003,0.087279998
6031,"Kings, California",0.61815,0.92861003,0.98330998,0.029449999,0.0046399999,0.089280002
6033,"Lake, California",0.65311998,0.80712003,0.99138999,0.084639996,0.0177,0.10667
6035,"Lassen, California",0.81195998,1.02992,0.99467999,0.17283,0.02445,0.10753
6037,"Los Angeles, California",0.73580003,0.75217003,0.94514,0.046920002,0.01358,0.081759997
6039,"Madera, California",0.56068999,0.89611,0.97716999,0.033229999,0.0079300003,0.08743
6041,"Marin, California",0.81247997,1.16879,0.95152998,0.082209997,0.029689999,0.086240001
6043,"Mariposa, California",0.95354998,0.95412999,0.99344999,0.099679999,0.035270002,0.1116
6045,"Mendocino, California",0.69420999,0.75048,0.99517,0.096100003,0.02589,0.11799
6047,"Merced, California",0.63156003,0.89232999,0.98152,0.036540002,0.0085399998,0.091959998
6049,"Modoc, California",0.66933,0.71214998,0.99549001,0.075089999,0.032480001,0.12079
6051,"Mono, California",0.9637,0.74369001,0.99330002,0.069799997,0.03342,0.10773
6053,"Monterey, California",0.61296999,0.90011001,0.97865999,0.072810002,0.01629,0.092030004
6055,"Napa, California",0.80387002,1.1099,0.98259002,0.051109999,0.01936,0.091959998
6057,"Nevada, California",1.01335,1.0956399,0.98294002,0.12127,0.030200001,0.090109996
6059,"Orange, California",0.85553998,0.89409,0.95327997,0.046700001,0.01335,0.086589999
6061,"Placer, California",1.0711,1.33257,0.94410002,0.078850001,0.015769999,0.087250002
6063,"Plumas, California",0.89507997,0.86422002,0.99444997,0.11806,0.041080002,0.11529
6065,"Riverside, California",0.74834001,0.94273001,0.94778001,0.039820001,0.0094799995,0.080349997
6067,"Sacramento, California",0.81634998,1.00345,0.96402001,0.06047,0.01406,0.084650002
6069,"San Benito, California",0.82344002,1.19525,0.97492999,0.060389999,0.01418,0.092289999
6071,"San Bernardino, California",0.73532999,0.91341001,0.94182998,0.038770001,0.01036,0.080420002
6073,"San Diego, California",0.90846002,1.00844,0.95931,0.05587,0.01499,0.084210001
6075,"San Francisco, California",1.31244,0.76213002,0.92522001,0.084530003,0.01926,0.079460002
6077,"San Joaquin, California",0.72867,1.0142699,0.96973997,0.03596,0.01006,0.086479999
6079,"San Luis Obispo, California",0.93507999,1.13587,0.98347998,0.11962,0.025490001,0.095940001
6081,"San Mateo, California",1.16289,1.09759,0.93785,0.05632,0.01163,0.088699996
6083,"Santa Barbara, California",0.72433001,0.99298,0.98363,0.050930001,0.01894,0.093419999
6085,"Santa Clara, California",1.15832,1.0641,0.95429999,0.05407,0.01259,0.08963
6087,"Santa Cruz, California",0.81641001,1.04211,0.97289997,0.084919997,0.022779999,0.087530002
6089,"Shasta, California",0.79174,0.94797999,0.98763001,0.12800001,0.01929,0.088019997
6091,"Sierra, California",1.03074,,0.98012,0.14386,0.050480001,0.10716
6093,"Siskiyou, California",0.74171001,0.80195999,0.99580002,0.15254,0.033690002,0.11225
6095,"Solano, California",0.87462997,1.21323,0.96779001,0.0535,0.0089400001,0.087360002
6097,"Sonoma, California",0.86228001,1.16857,0.98087001,0.086240001,0.01945,0.092950001
6099,"Stanislaus, California",0.74586999,0.96781999,0.97188997,0.04253,0.0082,0.084260002
6101,"Sutter, California",0.71074998,1.00217,0.98209,0.052439999,0.01048,0.094700001
6103,"Tehama, California",0.64851999,0.85077,0.98190999,0.096670002,0.01097,0.094949998
6105,"Trinity, California",0.73521,0.54317999,0.99326998,0.12196,0.026590001,0.11937
6107,"Tulare, California",0.54176003,0.82749999,0.98430997,0.028170001,0.0081099998,0.088409998
6109,"Tuolumne, California",0.9109,1.0138201,0.99375999,0.13939001,0.02723,0.10637
6111,"Ventura, California",0.78140998,1.1205601,0.97039002,0.056940001,0.01212,0.08512
6113,"Yolo, California",0.81755,1.08104,0.96081001,0.071220003,0.018139999,0.095069997
6115,"Yuba, California",0.72917002,0.78634,0.96395999,0.064029999,0.01054,0.08794
8001,"Adams, Colorado",0.81186002,0.78512001,0.92894,0.04752,0.0075400001,0.077160001
8003,"Alamosa, Colorado",0.73189002,0.73917001,0.99471998,0.050999999,0.02079,0.1042
8005,"Arapahoe, Colorado",0.83072001,1.0621001,0.92438,0.05429,0.01001,0.080200002
8007,"Archuleta, Colorado",0.93331999,0.73706001,0.99405003,0.05607,0.03413,0.10691
8009,"Baca, Colorado",0.88227999,,0.99877,0.099660002,0.02084,0.145
8011,"Bent, Colorado",0.65877998,,0.98966002,0.053070001,0.01413,0.10687
8013,"Boulder, Colorado",1.1075,1.15285,0.93155003,0.089000002,0.02327,0.086220004
8014,"Broomfield, Colorado",1.1688499,1.29898,0.78333002,0.0748,0.01142,0.08568
8015,"Chaffee, Colorado",1.09936,0.72198999,0.98942,0.092179999,0.03486,0.093089998
8017,"Cheyenne, Colorado",1.04763,,0.99842,0.096610002,0.082230002,0.11848
8019,"Clear Creek, Colorado",1.0602601,,0.98052001,0.090010002,0.030130001,0.094250001
8021,"Conejos, Colorado",0.75433999,0.59077001,0.99015999,0.042300001,0.015830001,0.1228
8023,"Costilla, Colorado",,,0.95564628,0.062567726,0.050639536,0.10037565
8025,"Crowley, Colorado",0.75880998,,0.98479998,0.099250004,0.018409999,0.097630002
8027,"Custer, Colorado",1.0331399,,0.98386002,0.12661,0.081890002,0.093029998
8029,"Delta, Colorado",0.87716001,0.75581002,0.98750001,0.083789997,0.02844,0.098559998
8031,"Denver, Colorado",0.90732002,0.58323997,0.91143,0.07474,0.0156,0.081029996
8033,"Dolores, Colorado",0.94189,,0.99730003,0.090170003,0.064630002,0.12093
8035,"Douglas, Colorado",1.3532701,1.43038,0.90309,0.071970001,0.01052,0.081270002
8037,"Eagle, Colorado",0.87858999,0.90592003,0.98764998,0.060430001,0.020020001,0.09347
8039,"Elbert, Colorado",1.15659,1.19841,0.91428,0.10185,0.02751,0.08715
8041,"El Paso, Colorado",0.96052998,1.12466,0.95445001,0.06278,0.01177,0.078139998
8043,"Fremont, Colorado",0.87696999,0.80075002,0.99190003,0.10796,0.02248,0.098530002
8045,"Garfield, Colorado",0.80632001,0.93471003,0.98664999,0.079350002,0.01725,0.095600002
8047,"Gilpin, Colorado",1.07927,,0.91494,0.10344,0.026289999,0.081359997
8049,"Grand, Colorado",1.10788,0.79869002,0.99141997,0.064779997,0.033939999,0.096830003
8051,"Gunnison, Colorado",1.24836,0.85913002,0.99241,0.14248,0.033369999,0.096430004
8055,"Huerfano, Colorado",0.78763002,,0.99307001,0.069490001,0.047320001,0.11185
8057,"Jackson, Colorado",,,0.99296713,0.099603206,0.043994449,0.099756964
8059,"Jefferson, Colorado",1.11146,0.99291998,0.90302998,0.068149999,0.01132,0.080949999
8061,"Kiowa, Colorado",,,0.99715626,0.03668661,0.051219892,0.13098979
8063,"Kit Carson, Colorado",0.95122999,0.82106,0.99606001,0.088699996,0.026860001,0.11345
8065,"Lake, Colorado",0.88313001,,0.98259002,0.066739999,0.021539999,0.099720001
8067,"La Plata, Colorado",1.04206,0.96271002,0.98322999,0.075410001,0.02581,0.088200003
8069,"Larimer, Colorado",1.123,1.12076,0.95437002,0.073559999,0.016829999,0.087779999
8071,"Las Animas, Colorado",0.76256001,0.75322002,0.99608999,0.059149999,0.023949999,0.11774
8073,"Lincoln, Colorado",0.96450001,0.74000001,0.99412,0.050829999,0.031199999,0.10041
8075,"Logan, Colorado",0.96489,0.89737999,0.99458998,0.087360002,0.018300001,0.10945
8077,"Mesa, Colorado",0.91115999,0.85345,0.9878,0.098590001,0.01616,0.08416
8081,"Moffat, Colorado",0.88957,0.98935997,0.99471998,0.074320003,0.017379999,0.11528
8083,"Montezuma, Colorado",0.74285001,0.72710001,0.99327999,0.07333,0.030029999,0.10202
8085,"Montrose, Colorado",0.82997,0.66654003,0.99021,0.072460003,0.02276,0.10075
8087,"Morgan, Colorado",0.81336999,0.76871997,0.99529999,0.096639998,0.01532,0.10917
8089,"Otero, Colorado",0.71502,0.59941,0.99673998,0.058899999,0.02066,0.115
8091,"Ouray, Colorado",1.2136199,,0.97481,0.088830002,0.062040001,0.083169997
8093,"Park, Colorado",1.15571,0.96844,0.92698002,0.08568,0.034559999,0.086159997
8095,"Phillips, Colorado",0.84065998,0.68618,0.99669999,0.070019998,0.02334,0.11808
8097,"Pitkin, Colorado",1.2436399,1.1525,0.98449999,0.080159999,0.02854,0.087080002
8099,"Prowers, Colorado",0.73517001,0.69081998,0.99791998,0.04843,0.02379,0.133
8101,"Pueblo, Colorado",0.73233002,0.73417997,0.99085999,0.044969998,0.01162,0.086740002
8103,"Rio Blanco, Colorado",1.01608,0.86971998,0.99596,0.13719,0.033070002,0.11756
8105,"Rio Grande, Colorado",0.76765001,0.59138,0.99106002,0.064209998,0.02644,0.10192
8107,"Routt, Colorado",1.16202,1.13177,0.98961997,0.073650002,0.026699999,0.09437
